Sum,,29,17403,29112,4612,1362,2231,130,45374,15652
,Title,board,c-suite,director,head,consultant,business,student,technical,others
6554,"chief, IT, Innovations",0,1,0,0,0,0,0,1,0
6555,"Director, Application Development",0,0,1,0,0,0,0,1,0
6556,NA,0,0,0,0,0,0,0,0,1
6557,"Director, Program/Project Management",0,0,1,0,0,0,0,0,0
6558,Network Infrastructure Administrator,0,0,0,0,0,0,0,0,1
6559,"Director, Application Support",0,0,1,0,0,0,0,1,0
6560,Director Innovation Product Strategy and Development,0,0,1,0,0,0,0,0,0
6561,"Executive Director,  Information Technology",0,0,1,0,0,0,0,1,0
6562,CIO,0,1,0,0,0,0,0,0,0
6563,NA,0,0,0,0,0,0,0,0,1
6564,Senior Solutions Engineer,0,0,0,0,0,0,0,1,0
6565,"Senior chief, Enterprise Risk Technology",0,1,0,0,0,0,0,1,0
6566,New Product Development-innovation Pilot,0,0,0,0,0,0,0,0,1
6567,"Director, Operations Technology & NERC Compliance",0,0,1,0,0,0,0,1,0
6568,chief of Consumer Applications,0,1,0,0,0,0,0,1,0
6569,NA,0,0,0,0,0,0,0,0,1
6570,Engineer,0,0,0,0,0,0,0,1,0
6571,"Director, Workplace Services",0,0,1,0,0,0,0,0,0
6572,"director Director, New Technology Introduction and Innovation",0,0,1,0,0,0,0,1,0
6573,Web Application Developer,0,0,0,0,0,0,0,1,0
6574,Supervisor Information Integration Center of Excellence,0,0,0,0,0,0,0,1,0
6575,Infrastructure Straetgy and Architecture TTS,0,0,0,0,0,0,0,1,0
6576,NA,0,0,0,0,0,0,0,0,1
6577,"Director, Application Support/Enterprise Command Center",0,0,1,0,0,0,0,1,0
6578,"Chief Technology Officer, Dchief Information, Analytics and Innovation",0,1,0,0,0,0,0,1,0
6579,Sr Software Engineer,0,0,0,0,0,0,0,1,0
6580,NA,0,0,0,0,0,0,0,0,1
6581,NA,0,0,0,0,0,0,0,0,1
6582,chief Support & Services,0,1,0,0,0,0,0,0,0
6583,Enterprise Data Architect,0,0,0,0,0,0,0,1,0
6584,Director of Innovation and Advanced Technology,0,0,1,0,0,0,0,1,0
6585,Cheapgolf after the core offering ended around the eighteenth,0,0,0,0,0,0,0,0,1
6586,BI Architect,0,0,0,0,0,0,0,1,0
6587,"Manager, IT Applications Development",0,0,1,0,0,0,0,1,0
6588,Sr. Microsoft.net Developer,0,0,0,0,0,0,0,1,0
6589,Senior Information Security Architect,0,0,0,0,0,0,0,1,0
6590,"chief, Innovation Technology",0,1,0,0,0,0,0,1,0
6591,Director of Software Development,0,0,1,0,0,0,0,1,0
6592,Chief Information Officer (CIO),0,1,0,0,0,0,0,1,0
6593,NA,0,0,0,0,0,0,0,0,1
6594,"Director, Utility Solutions",0,0,1,0,0,0,0,1,0
6595,"Director, Technology PMO",0,0,1,0,0,0,0,1,0
6596,Customer Experience Systems Innovation,0,0,0,0,0,0,0,1,0
6597,Technical Solutions Architect,0,0,0,0,0,0,0,1,0
6598,System Engineer,0,0,0,0,0,0,0,1,0
6599,NA,0,0,0,0,0,0,0,0,1
6600,Principal Software Engineer,0,0,0,0,0,0,0,1,0
6601,"Director, Network Operations",0,0,1,0,0,0,0,0,0
6602,Other: IT Staff,0,0,0,0,0,0,0,1,0
6603,NA,0,0,0,0,0,0,0,0,1
6604,Software Engineer,0,0,0,0,0,0,0,1,0
6605,Account Executive,0,0,0,0,0,0,0,0,1
6606,NA,0,0,0,0,0,0,0,0,1
6607,"chief, Enterprise Architecture",0,1,0,0,0,0,0,1,0
6608,chief of Strategic Technology and Innovation Center,0,1,0,0,0,0,0,1,0
6609,project engineer,0,0,0,0,0,0,0,1,0
6610,Director of Product Management,0,0,1,0,0,0,0,0,0
6611,NA,0,0,0,0,0,0,0,0,1
6612,NA,0,0,0,0,0,0,0,0,1
6613,Principal Business Architect,0,0,0,0,0,0,0,1,0
6614,Information Technology Innovation and Architecture,0,0,0,0,0,0,0,1,0
6615,Software Design Engineer II,0,0,0,0,0,0,0,1,0
6616,Chief S / W Architect,0,1,0,0,0,0,0,1,0
6617,Sr. Director - Technical Services,0,0,1,0,0,0,0,1,0
6618,NA,0,0,0,0,0,0,0,0,1
6619,"Director, Governance, Data & Systems Security",0,0,1,0,0,0,0,1,0
6620,Technology Innovation Business Management,0,0,1,0,0,0,0,1,0
6621,Global Database manager,0,0,1,0,0,0,0,1,0
6622,Product Manager,0,0,1,0,0,0,0,0,0
6623,NA,0,0,0,0,0,0,0,0,1
6624,chief Microsoft Allianc,0,1,0,0,0,0,0,0,0
6625,"chief, Securitization Technology",0,1,0,0,0,0,0,1,0
6626,Corporate Innovation and Technology,0,0,0,0,0,0,0,1,0
6627,"ITS Mgr, Value Management Systems",0,0,1,0,0,0,0,1,0
6628,Systems Engineer,0,0,0,0,0,0,0,1,0
6629,CEO,0,1,0,0,0,0,0,0,0
6630,Unknown,0,0,0,0,0,0,0,0,1
6631,"Director, Operations & Technology Finance",0,0,1,0,0,0,0,1,0
6632,"Information Technology Senior Director, Enterprise Architecture and Innovation",0,0,1,0,0,0,0,1,0
6633,"Sr. Manager, Corporate IT",0,0,1,0,0,0,0,1,0
6634,chief Technology,0,1,0,0,0,0,0,1,0
6635,NA,0,0,0,0,0,0,0,0,1
6636,NA,0,0,0,0,0,0,0,0,1
6637,"Senior Project Manager, IT Governance",0,0,1,0,0,0,0,1,0
6638,Senior chief Technology Innovation,0,1,0,0,0,0,0,1,0
6639,Automation Engineer,0,0,0,0,0,0,0,1,0
6640,"chief, Hosting and IT Operations",0,1,0,0,0,0,0,1,0
6641,Software Development Manager,0,0,1,0,0,0,0,1,0
6642,Account Technology Strategist,0,0,0,0,0,0,0,1,0
6643,NA,0,0,0,0,0,0,0,0,1
6644,"Director, Information Technology Innovation and Strategy",0,0,1,0,0,0,0,1,0
6645,BI Solutions Consultant,0,0,0,0,1,0,0,1,0
6646,chief Solutions,0,1,0,0,0,0,0,1,0
6647,"Corporate chief, Business Services and CIO",0,1,0,0,0,0,0,0,0
6648,Technology Strategist for ARAMCO,0,0,0,0,0,0,0,1,0
6649,NA,0,0,0,0,0,0,0,0,1
6650,Manager Innovation Technology,0,0,1,0,0,0,0,1,0
6651,"Manager, Collaboration and Mobility",0,0,1,0,0,0,0,1,0
6652,Chief Scientist,0,1,0,0,0,0,0,0,0
6653,Director product management,0,0,1,0,0,0,0,0,0
6654,NA,0,0,0,0,0,0,0,0,1
6655,NA,0,0,0,0,0,0,0,0,1
6656,chief Technology and Product Innovation,0,1,0,0,0,0,0,1,0
6657,chief Sales,0,1,0,0,0,1,0,0,0
6658,IT Director,0,0,1,0,0,0,0,1,0
6659,"Product Manager, Systems Design & Integration",0,0,1,0,0,0,0,1,0
6660,NA,0,0,0,0,0,0,0,0,1
6661,NA,0,0,0,0,0,0,0,0,1
6662,Director Technology-innovation,0,0,1,0,0,0,0,1,0
6663,COO,0,1,0,0,0,0,0,0,0
6664,chief of Technology,0,1,0,0,0,0,0,1,0
6665,Senior Consultant,0,0,0,0,1,0,0,0,0
6666,CTO,0,1,0,0,0,0,0,0,0
6667,NA,0,0,0,0,0,0,0,0,1
6668,"Manager, Information Technology Architecture and Innovation",0,0,1,0,0,0,0,1,0
6669,Account Technology Strategist,0,0,0,0,0,0,0,1,0
6670,Director of Application Engineering,0,0,1,0,0,0,0,1,0
6671,Solution Architect,0,0,0,0,0,0,0,1,0
6672,Director of Engineering,0,0,1,0,0,0,0,1,0
6673,NA,0,0,0,0,0,0,0,0,1
6674,NA,0,0,0,0,0,0,0,0,1
6675,"Global Head, Storage",0,0,0,1,0,0,0,0,0
6676,chief - Integration,0,1,0,0,0,0,0,0,0
6677,Manager,0,0,1,0,0,0,0,0,0
6678,"Senior Program Manager, SQL Server",0,0,1,0,0,0,0,0,0
6679,"Senior Manager, Enterprise Systems Operations and",0,0,1,0,0,0,0,1,0
6680,Consulting Engineer,0,0,0,0,1,0,0,1,0
6681,NA,0,0,0,0,0,0,0,0,1
6682,Director - Sales,0,0,1,0,0,1,0,0,0
6683,"Senior Director, Software Engineering",0,0,1,0,0,0,0,1,0
6684,NA,0,0,0,0,0,0,0,0,1
6685,Partner,0,0,0,0,0,0,0,0,1
6686,NA,0,0,0,0,0,0,0,0,1
6687,NA,0,0,0,0,0,0,0,0,1
6688,Regional Manager,0,0,1,0,0,0,0,0,0
6689,NA,0,0,0,0,0,0,0,0,1
6690,Regional Infra Consultant,0,0,0,0,1,0,0,0,0
6691,President,0,1,0,0,0,0,0,0,0
6692,"Senior Manager, Product Management",0,0,1,0,0,0,0,0,0
6693,NA,0,0,0,0,0,0,0,0,1
6694,NA,0,0,0,0,0,0,0,0,1
6695,CTO,0,1,0,0,0,0,0,0,0
6696,Business Account Manager,0,0,1,0,0,0,0,0,0
6697,Software Architect,0,0,0,0,0,0,0,1,0
6698,sales,0,0,0,0,0,1,0,0,0
6699,"Director, IT Project Portfolio",0,0,1,0,0,0,0,1,0
6700,CEO,0,1,0,0,0,0,0,0,0
6701,Senior Software Engineer,0,0,0,0,0,0,0,1,0
6702,"CEO, chief",0,1,0,0,0,0,0,0,0
6703,"Managing Director, Enterprise Informatio",0,0,1,0,0,0,0,1,0
6704,NA,0,0,0,0,0,0,0,0,1
6705,CTO,0,1,0,0,0,0,0,0,0
6706,IT Manager,0,0,1,0,0,0,0,1,0
6707,"CEO and President, CEO",0,1,0,0,0,0,0,0,0
6708,"Director Of Development, Saas Solutions",0,0,1,0,0,0,0,1,0
6709,Manager,0,0,1,0,0,0,0,0,0
6710,"IT Management: CIO, CTO",0,1,1,0,0,0,0,1,0
6711,Director,0,0,1,0,0,0,0,0,0
6712,IT/Internet Support,0,0,0,0,0,0,0,1,0
6713,Chief Information Officer (CIO),0,1,0,0,0,0,0,1,0
6714,NA,0,0,0,0,0,0,0,0,1
6715,Schief & Distinguished Engineer,0,1,0,0,0,0,0,1,0
6716,Head of Development - Market Data Engineering,0,0,0,1,0,0,0,1,0
6717,NA,0,0,0,0,0,0,0,0,1
6718,CEO,0,1,0,0,0,0,0,0,0
6719,CIO,0,1,0,0,0,0,0,0,0
6720,"Director, Solution & Service Delivery",0,0,1,0,0,0,0,1,0
6721,Principal Analyst,0,0,0,0,0,0,0,1,0
6722,Chief Information Officer,0,1,0,0,0,0,0,1,0
6723,"Manager, Application Development",0,0,1,0,0,0,0,1,0
6724,Dir Engineering,0,0,1,0,0,0,0,1,0
6725,Computer / Systems Engineer,0,0,0,0,0,0,0,1,0
6726,"Senior Director, Information Technology",0,0,1,0,0,0,0,1,0
6727,Sr. Software Engineer,0,0,0,0,0,0,0,1,0
6728,chief of Sales,0,1,0,0,0,1,0,0,0
6729,"chief, IT - Progress Rail Services",0,1,0,0,0,0,0,1,0
6730,Information Technology Manager,0,0,1,0,0,0,0,1,0
6731,"Head, Storage and Middleware",0,0,0,1,0,0,0,0,0
6732,Application Architect,0,0,0,0,0,0,0,1,0
6733,Development Services Systems Manager,0,0,1,0,0,0,0,1,0
6734,NA,0,0,0,0,0,0,0,0,1
6735,"Manager, IT Development and Architecture",0,0,1,0,0,0,0,1,0
6736,CEO,0,1,0,0,0,0,0,0,0
6737,Senior Account Manager,0,0,1,0,0,0,0,0,0
6738,"Senior Director, Card IT Project Management",0,0,1,0,0,0,0,1,0
6739,Application Sourcing Manager,0,0,1,0,0,0,0,1,0
6740,"Director, IT Architecture",0,0,1,0,0,0,0,1,0
6741,"Director, Information Technology",0,0,1,0,0,0,0,1,0
6742,COO/CTO,0,1,0,0,0,0,0,0,0
6743,Co-CEO,0,1,0,0,0,0,0,0,0
6744,"Senior Director, Enterprise Architecture",0,0,1,0,0,0,0,1,0
6745,"IT Director, Applications & GIS",0,0,1,0,0,0,0,1,0
6746,"Lead, Mobile Application Delivery",0,0,0,1,0,0,0,1,0
6747,"Manager, IT Enterprise Architecture",0,0,1,0,0,0,0,1,0
6748,chief Product Development,0,1,0,0,0,0,0,0,0
6749,Enterprise Architect,0,0,0,0,0,0,0,1,0
6750,"Director, Enterprise IT Asset Management",0,0,1,0,0,0,0,1,0
6751,"Senior Director, Enterprise Systems",0,0,1,0,0,0,0,1,0
6752,"Director, IT Infrastructure & Security",0,0,1,0,0,0,0,1,0
6753,Change Coordinator,0,0,0,0,0,0,0,0,1
6754,Sr Software Engineer,0,0,0,0,0,0,0,1,0
6755,Program Manager & Enterprise Architect,0,0,1,0,0,0,0,1,0
6756,"Director, IT Retail Bank Delivery",0,0,1,0,0,0,0,1,0
6757,CEO & Author,0,1,0,0,0,0,0,0,0
6758,"Director, Strategic Sourcing, IT Procurement",0,0,1,0,0,0,0,1,0
6759,Enterprise Architect and Information Strategist,0,0,0,0,0,0,0,1,0
6760,Senior Software Developer,0,0,0,0,0,0,0,1,0
6761,"Manager, eCommerce",0,0,1,0,0,0,0,0,0
6762,"chief, Technology Innovation",0,1,0,0,0,0,0,1,0
6763,PM,0,0,0,0,0,0,0,0,1
6764,Enterprise Architect,0,0,0,0,0,0,0,1,0
6765,NA,0,0,0,0,0,0,0,0,1
6766,Software Test Engineer,0,0,0,0,0,0,0,1,0
6767,Field Engineer,0,0,0,0,0,0,0,1,0
6768,"Director, IT Risk Office & Access Control Management",0,0,1,0,0,0,0,1,0
6769,MTS1,0,0,0,0,0,0,0,0,1
6770,Business Management: Consultant (Non-Technical),0,0,1,0,1,0,0,1,0
6771,Global Head of IT Operations,0,0,0,1,0,0,0,1,0
6772,Senior Director,0,0,1,0,0,0,0,0,0
6773,"Manager, Master Data",0,0,1,0,0,0,0,1,0
6774,"Project Manager, Middleware",0,0,1,0,0,0,0,0,0
6775,"Assistant Director, Business Technology and Development",0,0,1,0,0,0,0,1,0
6776,NA,0,0,0,0,0,0,0,0,1
6777,CIO,0,1,0,0,0,0,0,0,0
6778,CEO & CEO,0,1,0,0,0,0,0,0,0
6779,"chief, Enterprise Solution & Infrastructure Engineering",0,1,0,0,0,0,0,1,0
6780,"Senior Director, Digital IT",0,0,1,0,0,0,0,1,0
6781,Chief Enterprise Architect,0,1,0,0,0,0,0,1,0
6782,NA,0,0,0,0,0,0,0,0,1
6783,Senior chief,0,1,0,0,0,0,0,0,0
6784,Client Success Manager,0,0,1,0,0,0,0,0,0
6785,"Solution Architect, Software Engineer Lead Sr",0,0,0,1,0,0,0,1,0
6786,"Director, IT Project Management",0,0,1,0,0,0,0,1,0
6787,"Director, Applications Development & Support",0,0,1,0,0,0,0,1,0
6788,"Senior Director, Information Technology External Entity Management",0,0,1,0,0,0,0,1,0
6789,NA,0,0,0,0,0,0,0,0,1
6790,Client Success Manager,0,0,1,0,0,0,0,0,0
6791,Systems Engineer,0,0,0,0,0,0,0,1,0
6792,"Director, Information Security",0,0,1,0,0,0,0,1,0
6793,"Acting Chief, Business Operations",0,1,0,0,0,0,0,0,0
6794,"Director, Enterprise Data Architecture & IT Strategy",0,0,1,0,0,0,0,1,0
6795,Architect,0,0,0,0,0,0,0,1,0
6796,Virtualization/Data Center Management Sales Specialist (Canada),0,0,1,0,0,1,0,1,0
6797,NA,0,0,0,0,0,0,0,0,1
6798,"Director, Data Analysis",0,0,1,0,0,0,0,1,0
6799,"Senior Manager, Network and Telecommunications",0,0,1,0,0,0,0,0,0
6800,Senior Applications Developer,0,0,0,0,0,0,0,1,0
6801,Managing Architect,0,0,1,0,0,0,0,1,0
6802,Business Manager,0,0,1,0,0,0,0,0,0
6803,Partner Account Manager,0,0,1,0,0,0,0,0,0
6804,"Senior Director, US Card Acquisitions IT",0,0,1,0,0,0,0,1,0
6805,"Director, IT Services, Infrastructure, and Operations",0,0,1,0,0,0,0,1,0
6806,"Director, Architecture",0,0,1,0,0,0,0,1,0
6807,AE,0,0,0,0,0,0,0,0,1
6808,Developer,0,0,0,0,0,0,0,1,0
6809,"Consultant, Cloud Computing",0,0,0,0,1,0,0,1,0
6810,"Director, Enterprise Technology Operations",0,0,1,0,0,0,0,1,0
6811,"Deputy Director, ERP Application Development & ICT Support",0,0,1,0,0,0,0,1,0
6812,"Director, Application Development",0,0,1,0,0,0,0,1,0
6813,Information Management,0,0,1,0,0,0,0,1,0
6814,Strategic Implementation Consultant,0,0,0,0,1,0,0,0,0
6815,"Senior Manager, Cloud Design and Integration",0,0,1,0,0,0,0,1,0
6816,"Senior Director, Information Technology",0,0,1,0,0,0,0,1,0
6817,"Head, Transport Modelling and Systems Analysis",0,0,0,1,0,0,0,1,0
6818,"Director, Application Development",0,0,1,0,0,0,0,1,0
6819,Sr Application Specialist,0,0,0,0,0,0,0,1,0
6820,"Manager, Information Technology",0,0,1,0,0,0,0,1,0
6821,IT Systems Engineer,0,0,0,0,0,0,0,1,0
6822,"Senior Project Manager, Infrastructure",0,0,1,0,0,0,0,0,0
6823,Chief Procurement Officer,0,1,0,0,0,0,0,0,0
6824,"Senior Director, Infrastructure Engineering",0,0,1,0,0,0,0,1,0
6825,Consultant,0,0,0,0,1,0,0,0,0
6826,Schief,0,1,0,0,0,0,0,0,0
6827,"Manager, IB",0,0,1,0,0,0,0,0,0
6828,"Director, Middleware & Bank Operational Databases",0,0,1,0,0,0,0,1,0
6829,"Director, IT",0,0,1,0,0,0,0,1,0
6830,"Director, IT Architecture",0,0,1,0,0,0,0,1,0
6831,Sr. Application Specialist,0,0,0,0,0,0,0,1,0
6832,Director of Operations,0,0,1,0,0,0,0,0,0
6833,Enterprise Architect,0,0,0,0,0,0,0,1,0
6834,"Director, US Card IT",0,0,1,0,0,0,0,1,0
6835,"Head, IT Services and Technology",0,0,0,1,0,0,0,1,0
6836,"Senior Director, Infrastructure Solutions Leader",0,0,1,1,0,0,0,1,0
6837,ECM Practice Manager,0,0,1,0,0,0,0,0,0
6838,Senior Software Engineer,0,0,0,0,0,0,0,1,0
6839,NA,0,0,0,0,0,0,0,0,1
6840,"Program Manager, Internal Systems",0,0,1,0,0,0,0,1,0
6841,"Deputy Director, ICT Operations",0,0,1,0,0,0,0,0,0
6842,"chief, IT Infrastructure",0,1,0,0,0,0,0,1,0
6843,chief - Oil & Gas,0,1,0,0,0,0,0,0,0
6844,Senior Applications Developer,0,0,0,0,0,0,0,1,0
6845,Senior Infrastructure Architect,0,0,0,0,0,0,0,1,0
6846,"Vendor Manager, Telecommunication",0,0,1,0,0,0,0,0,0
6847,Technical Specialist,0,0,0,0,0,0,0,1,0
6848,Enterprise Architect,0,0,0,0,0,0,0,1,0
6849,Manger O&G Sales,0,0,0,0,0,1,0,0,0
6850,Software Manager,0,0,1,0,0,0,0,1,0
6851,"Intergration, Middleware and Application Services Domain Head,",0,0,0,1,0,0,0,1,0
6852,"Manager, Development - Tradebook Equities Trading Platform",0,0,1,0,0,0,0,1,0
6853,Software Specialist,0,0,0,0,0,0,0,1,0
6854,"Director, Software Engineering & Innovation Architecture",0,0,1,0,0,0,0,1,0
6855,BI/DW Architect,0,0,0,0,0,0,0,1,0
6856,Development Engineer,0,0,0,0,0,0,0,1,0
6857,"IT Management: Executive chief, Senior chief",0,1,1,0,0,0,0,1,0
6858,"Manager, Financial and Human Resources Information Systems",0,0,1,0,0,0,0,1,0
6859,Software Tester,0,0,0,0,0,0,0,1,0
6860,NA,0,0,0,0,0,0,0,0,1
6861,NA,0,0,0,0,0,0,0,0,1
6862,Senior Software Engineer,0,0,0,0,0,0,0,1,0
6863,Sr Systems Engineer,0,0,0,0,0,0,0,1,0
6864,"Manager, Software Quality Assurance",0,0,1,0,0,0,0,1,0
6865,"Senior Director, Enterprise System Development",0,0,1,0,0,0,0,1,0
6866,NA,0,0,0,0,0,0,0,0,1
6867,Chief Engineer,0,1,0,0,0,0,0,1,0
6868,Head Of Business Development,0,0,0,1,0,0,0,0,0
6869,Specialist Engineer,0,0,0,0,0,0,0,1,0
6870,"Manager, Terminal Infrastructure",0,0,1,0,0,0,0,0,0
6871,"Manager, IT Operations and Implementations",0,0,1,0,0,0,0,1,0
6872,Quality Assurance Analyst,0,0,0,0,0,0,0,1,0
6873,Security Architect,0,0,0,0,0,0,0,1,0
6874,Development Manager,0,0,1,0,0,0,0,0,0
6875,Cloud Services R&D - Director,0,0,1,0,0,0,0,1,0
6876,"Director, Global Data Center and Audit",0,0,1,0,0,0,0,1,0
6877,"Director, Global IT Applications",0,0,1,0,0,0,0,1,0
6878,NA,0,0,0,0,0,0,0,0,1
6879,NA,0,0,0,0,0,0,0,0,1
6880,Application Development Manager,0,0,1,0,0,0,0,1,0
6881,Lead Developer,0,0,0,1,0,0,0,1,0
6882,"Deputy Head, IT Global Banking",0,0,0,1,0,0,0,1,0
6883,NA,0,0,0,0,0,0,0,0,1
6884,NA,0,0,0,0,0,0,0,0,1
6885,"Senior Director, Enterprise Solutions",0,0,1,0,0,0,0,1,0
6886,Software Developer,0,0,0,0,0,0,0,1,0
6887,Managing Director and Chief Investments Technology Officer,0,1,1,0,0,0,0,1,0
6888,"Group Head, Lean IT and IT Coaching",0,0,0,1,0,0,0,1,0
6889,"Director, IT Security Engineering and Operations",0,0,1,0,0,0,0,1,0
6890,"Business Management: CEO, COO, Chairman, President",0,1,1,0,0,0,0,0,0
6891,NA,0,0,0,0,0,0,0,0,1
6892,Business Development Manager - Healthcare,0,0,1,0,0,0,0,0,0
6893,Global Head of Storage Engineering,0,0,0,1,0,0,0,1,0
6894,"Head, Finance Systems Support, Testing and Data Quality",0,0,0,1,0,0,0,1,0
6895,"Architect, IT Applications",0,0,0,0,0,0,0,1,0
6896,NA,0,0,0,0,0,0,0,0,1
6897,Senior chief - Technology,0,1,0,0,0,0,0,1,0
6898,Software Engineer,0,0,0,0,0,0,0,1,0
6899,CTO,0,1,0,0,0,0,0,0,0
6900,"Head, Market Data",0,0,0,1,0,0,0,1,0
6901,"Project Manager, IT",0,0,1,0,0,0,0,1,0
6902,Director of Product Development,0,0,1,0,0,0,0,0,0
6903,NA,0,0,0,0,0,0,0,0,1
6904,Product Architect,0,0,0,0,0,0,0,1,0
6905,Group IT Director of Business Applications,0,0,1,0,0,0,0,1,0
6906,"Head, Global Modeling and Warehousing - CFO Data Governance",0,1,0,1,0,0,0,1,0
6907,"Manager, Information Technology",0,0,1,0,0,0,0,1,0
6908,IT Management: Director,0,0,1,0,0,0,0,1,0
6909,Chief Technology Officer,0,1,0,0,0,0,0,1,0
6910,chief - Business Development,0,1,0,0,0,0,0,0,0
6911,chief / Technology Manager,0,1,1,0,0,0,0,1,0
6912,"Head, Market Operations IT",0,0,0,1,0,0,0,1,0
6913,Systems Administrator,0,0,0,0,0,0,0,1,0
6914,"Business Management: Director, Manager",0,0,1,0,0,0,0,0,0
6915,chief Global Platform,0,1,0,0,0,0,0,0,0
6916,Product Manager,0,0,1,0,0,0,0,0,0
6917,NA,0,0,0,0,0,0,0,0,1
6918,"Head, Testing",0,0,0,1,0,0,0,0,0
6919,Service Delivery and Support Supervisor,0,0,0,0,0,0,0,0,1
6920,"IT Management: CIO, CTO",0,1,1,0,0,0,0,1,0
6921,Senior Director of Strategy and Business Operations,0,0,1,0,0,0,0,0,0
6922,Practice Manager - Development,0,0,1,0,0,0,0,0,0
6923,NA,0,0,0,0,0,0,0,0,1
6924,"Head, Application Performance Management",0,0,1,1,0,0,0,1,0
6925,Financial Advisor,0,0,0,0,0,0,0,0,1
6926,Other: IT Staff,0,0,0,0,0,0,0,1,0
6927,NextGen Senior Program Engineer,0,0,0,0,0,0,0,1,0
6928,Managing Director,0,0,1,0,0,0,0,0,0
6929,"chief, Application Integration",0,1,0,0,0,0,0,1,0
6930,"Project Manager, Information Technology",0,0,1,0,0,0,0,1,0
6931,Control Advisor,0,0,0,0,0,0,0,0,1
6932,Business Management: Consultant (Non-Technical),0,0,1,0,1,0,0,1,0
6933,Software Development Consultant,0,0,0,0,1,0,0,1,0
6934,Business Analyst,0,0,0,0,0,0,0,1,0
6935,IT Manager,0,0,1,0,0,0,0,1,0
6936,"Project Manager, Information Technology",0,0,1,0,0,0,0,1,0
6937,Systems Administrator II,0,0,0,0,0,0,0,1,0
6938,NA,0,0,0,0,0,0,0,0,1
6939,IT Technician,0,0,0,0,0,0,0,1,0
6940,Chief Technology Officer - Dell Services,0,1,0,0,0,0,0,1,0
6941,Head of Technology - Cloud,0,0,0,1,0,0,0,1,0
6942,"Project Manager, Information Technology",0,0,1,0,0,0,0,1,0
6943,Application & Systems Administrator,0,0,0,0,0,0,0,1,0
6944,NA,0,0,0,0,0,0,0,0,1
6945,NA,0,0,0,0,0,0,0,0,1
6946,CEO,0,1,0,0,0,0,0,0,0
6947,Chief Information Officer (CIO),0,1,0,0,0,0,0,1,0
6948,"Director, IT Development",0,0,1,0,0,0,0,1,0
6949,Systems Administrator,0,0,0,0,0,0,0,1,0
6950,"Manager, Application Architecture & Payroll Systems",0,0,1,0,0,0,0,1,0
6951,CEO/CEO,0,1,0,0,0,0,0,0,0
6952,"""CEO"" ""chief growth hacker""",0,1,0,0,0,0,0,0,0
6953,chief and Chief Information Security Officer,0,1,0,0,0,0,0,1,0
6954,"Manager, IT Projects",0,0,1,0,0,0,0,1,0
6955,Senior Security Systems Engineer,0,0,0,0,0,0,0,1,0
6956,"Manager, Application Development (HRS Division)",0,0,1,0,0,0,0,1,0
6957,chief & CIO,0,1,0,0,0,0,0,0,0
6958,"Sr. chief and General Manager, Technologies and Infrastructure",0,1,1,0,0,0,0,1,0
6959,"Senior Director and Head, Digital Technology",0,0,1,1,0,0,0,1,0
6960,Director Strategic Planning and Enterprise Architecture,0,0,1,0,0,0,0,1,0
6961,Systems Administrator,0,0,0,0,0,0,0,1,0
6962,"Manager, Applications",0,0,1,0,0,0,0,1,0
6963,CTO Solution Architect,0,1,0,0,0,0,0,1,0
6964,chief Global Field Operations Software Technologies,0,1,0,0,0,0,0,1,0
6965,"Director, IT Audit Services",0,0,1,0,0,0,0,1,0
6966,"Director, Information Technology",0,0,1,0,0,0,0,1,0
6967,NA,0,0,0,0,0,0,0,0,1
6968,"Manager, Applications & Enterprise Development",0,0,1,0,0,0,0,1,0
6969,Administrator,0,0,0,0,0,0,0,0,1
6970,"Company Treasurer and Managing Dir, Finance, Administration, and Engineering",0,0,1,0,0,0,0,1,0
6971,"Senior Director, Process Development IT",0,0,1,0,0,0,0,1,0
6972,"chief, Application Development",0,1,0,0,0,0,0,1,0
6973,"Director, Systems Development and Support",0,0,1,0,0,0,0,1,0
6974,"Manager, Development Operations & Web Operations",0,0,1,0,0,0,0,0,0
6975,CIO,0,1,0,0,0,0,0,0,0
6976,NA,0,0,0,0,0,0,0,0,1
6977,"Project Director, IT Business Process Change",0,0,1,0,0,0,0,1,0
6978,"director, Information Systems Development",0,0,1,0,0,0,0,1,0
6979,"Senior Director, IT Software Engineering Process Group",0,0,1,0,0,0,0,1,0
6980,NA,0,0,0,0,0,0,0,0,1
6981,Sr. Director Technical Services - IT OPS,0,0,1,0,0,0,0,1,0
6982,NA,0,0,0,0,0,0,0,0,1
6983,"Manager, IT Procurement",0,0,1,0,0,0,0,1,0
6984,"Manager, Web Development",0,0,1,0,0,0,0,0,0
6985,"Director, Systems Administration",0,0,1,0,0,0,0,1,0
6986,Architect,0,0,0,0,0,0,0,1,0
6987,Senior Software Engineer,0,0,0,0,0,0,0,1,0
6988,Sr. Associate,0,0,0,0,0,0,0,0,1
6989,"Project Manager, Infrastructure",0,0,1,0,0,0,0,0,0
6990,"Manager, Corporate IT Infrastructure",0,0,1,0,0,0,0,1,0
6991,"Director, IT",0,0,1,0,0,0,0,1,0
6992,IT Management: Technical Consultant,0,0,1,0,1,0,0,1,0
6993,CEO & CEO,0,1,0,0,0,0,0,0,0
6994,Software Engineer,0,0,0,0,0,0,0,1,0
6995,"chief, eCommerce",0,1,0,0,0,0,0,0,0
6996,"Head, IT Governance and Transformation",0,0,0,1,0,0,0,1,0
