Campaign ID,Parent Campaign ID,Member Type,Member Status,Lead ID,Member First Associated Date,Member Status Update Date,Member First Responded Date,Responded,Title,Company,Account Owner,Street Line 3,Country,State/Province,Campaign Name
70130000000tqf6,,Lead,Sent,00Q3000001Gk9o8,2/24/16,2/24/16,,0,"Program Manager, Internal Systems",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9oC,2/24/16,2/24/16,,0,"Manager, Software Quality Assurance",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9oP,2/25/16,2/25/16,,0,"Head, Electronic Delivery Channels",Capitec Bank,,,South Africa,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9oa,2/25/16,2/25/16,,0,"CIO, Centrica Energy",Centrica,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9ob,2/26/16,2/26/16,,0,"Head, Service Operations",Centrica,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9oi,2/25/16,2/25/16,,0,"Group Head, HR Business Systems",Centrica,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9oj,2/25/16,2/25/16,,0,"Head, Information Technology Procurement",Centrica,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9ow,2/25/16,2/25/16,,0,Chief Financial Officer,Metcash Ltd,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9p0,2/25/16,2/25/16,,0,Chief Information Officer,Department of Human Services (Australia),,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9pK,2/25/16,2/25/16,,0,Technical Design Architect,Toll Holdings Ltd.,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9pL,2/25/16,2/25/16,,0,Security Analyst/Penetration Tester,Australian Broadcasting Corporation,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rH,2/26/16,2/26/16,,0,Senior Vice President,Lufthansa,,,Germany,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rL,2/25/16,2/25/16,,0,Chief Information Officer,South African Airways,,,South Africa,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9re,2/25/16,2/25/16,,0,"Chief Procurement Officer and Head, Sourcing",Storebrand,,,Norway,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rg,2/25/16,2/25/16,,0,Chief Information Officer,Achmea N.V.,,,Netherlands,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rk,2/25/16,2/25/16,,0,"Head, IT Strategy and Chief Architect",Storebrand,,,Norway,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rn,2/25/16,2/25/16,,0,"Global, Head Infrastructure IT",Zurich Insurance Group Ltd,,,Switzerland,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rx,2/25/16,2/25/16,,0,"Group Director, Security",Tesco plc,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9rz,2/25/16,2/25/16,,0,"General Manager, Technology",Australia and New Zealand Banking Group Limited,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9s4,2/25/16,2/25/16,,0,Chief Information Officer (CIO),Santos,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sB,2/25/16,2/25/16,,0,Chief Information Officer (CIO) (Institutional Bank),Westpac Banking Corporation,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sC,2/25/16,2/25/16,,0,"Director, Enterprise Programm and Group Operations",QBE Insurance Group Limited,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sF,2/25/16,2/25/16,,0,"Head, Finance Operations and IT",Scentre Group,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sG,2/25/16,2/25/16,,0,Group Chief Information Officer,Australia and New Zealand Banking Group Limited,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sI,2/25/16,2/25/16,,0,"General Manager, Digital Solutions and Innovation",Australia and New Zealand Banking Group Limited,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sL,2/25/16,2/25/16,,0,"Director, IT",AMP,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sQ,2/25/16,2/25/16,,0,Chief Information Officer,AGL Energy Ltd.,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sT,2/25/16,2/25/16,,0,Chief Information Officer,Australian Broadcasting Corporation,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sU,2/25/16,2/25/16,,0,Chief Information Officer (CIO),Metcash Ltd,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sY,2/25/16,2/25/16,,0,Chief Executive Officer (CEO),Westpac Banking Corporation,,,Australia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sw,2/24/16,2/24/16,,0,"Manager, Research and Development Data Center Operations",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9sy,2/24/16,2/24/16,,0,"Manager, Software Development",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9t4,2/24/16,2/24/16,,0,"Manager, Systems and Infrastructure Architect",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9t7,2/24/16,2/24/16,,0,"Team Lead, IT Research and Development",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9tK,2/24/16,2/24/16,,0,"Manager, Technical Operations",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9tT,2/24/16,2/24/16,,0,"Manager, Software Development",Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9tc,2/24/16,2/24/16,,0,Project Manager,Bloomberg L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9tq,2/25/16,2/25/16,,0,"Lead, Infrastructure Architect and Designer",Centrica,,,United Kingdom,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9u9,2/25/16,2/25/16,,0,Database Administrator,King Faisal Specialist Hospital and Research Centre,,,Saudi Arabia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9vC,2/24/16,2/24/16,,0,"Manager, Radiology Informatics",CareGroup Healthcare System,,,United States,Massachusetts,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9vV,2/24/16,2/24/16,,0,"Manager, Corporate Technology and Professional Services Contracting",Partners HealthCare System,,,United States,Massachusetts,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9vn,2/24/16,2/24/16,,0,"Manager, Integration",UMass Memorial Health Care,,,United States,Massachusetts,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9vq,2/24/16,2/24/16,,0,"IT Project Manager, Ambulatory EMR",UMass Memorial Health Care,,,United States,Massachusetts,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9wo,2/24/16,2/24/16,,0,"Director, IT Client Communications",CI Financial Corp.,,,Canada,Ontario,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9wr,2/24/16,2/24/16,,0,IT Project Manager,CI Financial Corp.,,,Canada,Ontario,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9yX,2/24/16,2/24/16,,0,CIO and Senior Managing Director,New York Life Insurance Company,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001Gk9ya,2/24/16,2/24/16,,0,"Senior Vice President, Technology - Life Products",New York Life Insurance Company,,,United States,NJ,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA0C,2/25/16,2/25/16,,0,Application Specialist,King Faisal Specialist Hospital and Research Centre,,,Saudi Arabia,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA1W,2/24/16,2/24/16,,0,"Manager, Information Technology  Project Management Office (PMO)",Health Quest System,,,United States,New York,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA1o,2/24/16,2/24/16,,0,"Director, IT Services",Agropur,,,Canada,Quebec,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA1w,2/24/16,2/24/16,,0,"Director, Identity, Access, On Air Support, and Integration",Bell Media,,,Canada,Ontario,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA2Z,2/24/16,2/24/16,,0,"Manager, IT Network",Empire Company Limited,,,Canada,Nova Scotia,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA2y,2/24/16,2/24/16,,0,"Manager, Information Technology",Hydro-Quebec,,,Canada,Quebec,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA2z,2/24/16,2/24/16,,0,"Manager, Information Technology strategy",Hydro-Quebec,,,Canada,Quebec,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA32,2/24/16,2/24/16,,0,"Project Manager, Information Technology",Hydro-Quebec,,,Canada,Quebec,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA36,2/24/16,2/24/16,,0,Director Strategic Planning and Enterprise Architecture,Intact,,,Canada,Ontario,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA3T,2/25/16,2/25/16,,0,"Head, Group Chief information Office",Allianz SE,,,Germany,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA3V,2/25/16,2/25/16,,0,"Chief Information Officer (CIO), Discovery Health",Discovery Limited,,,South Africa,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA3W,2/26/16,2/26/16,,0,Chief Technology Officer (CTO),Liberty Holdings Ltd.,,,South Africa,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA3l,2/24/16,2/24/16,,0,"Corporate Director, Clinical Transformation",Detroit Medical Center,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA78,2/24/16,2/24/16,,0,"Manager, Enterprise Network Services",North Shore-Long Island Jewish Health System,,,United States,New York,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA7t,2/24/16,2/24/16,,0,"Manager, PRISM Ambulatory",Fletcher Allen Health Care,,,United States,Vermont,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA7u,2/24/16,2/24/16,,0,"Manager, Periop and Clinical Applications Support - Interface Development, IS Applications Services",Fletcher Allen Health Care,,,United States,Vermont,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA83,2/24/16,2/24/16,,0,"Manager, Telecommunications",Western Connecticut Health Network,,,United States,Connecticut,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA96,2/25/16,2/25/16,,0,"Head, Telecommunications",Liberty Holdings Ltd.,,,South Africa,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkA97,2/25/16,2/25/16,,0,"Head, Group IT Governance and Project Portfolio",Allianz SE,,,Germany,,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAA5,2/24/16,2/24/16,,0,"Director, EPMO Portfolio","WellPoint, Inc.",,,United States,OH,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkACG,2/24/16,2/24/16,,0,"Vice President, Data Warehousing and Business Intelligence",Fifth Third Bancorp,,,United States,OH,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkACI,2/24/16,2/24/16,,0,"Director, Corporate Communications and Senior Vice President",Fifth Third Bancorp,,,United States,OH,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkACv,2/24/16,2/24/16,,0,"Director, Product Management-Digital Globalization","Marriott International, Inc.",,,United States,MD,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAEW,2/24/16,2/24/16,,0,"Vice President, Information Services",IGM Financial/Power Financial,,,Canada,Ontario( ON ),Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAEm,2/24/16,2/24/16,,0,"Vice President, Technology Strategy",TELUS Corporation,,,Canada,Ontario( ON ),Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAFy,2/24/16,2/24/16,,0,"Associate Director, Marketing",Dow Chemical Company,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAG0,2/24/16,2/24/16,,0,"Business Group Director, Marketing - Electronic Materials",Dow Chemical Company,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAGa,2/24/16,2/24/16,,0,Senior Network Analyst,Toromont Industries Ltd.,,,Canada,Ontario,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAGj,2/24/16,2/24/16,,0,"Manager, Servers and Storage Infrastructure",Transat A.T. Inc.,,,Canada,Quebec,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAGy,2/24/16,2/24/16,,0,Service Center Network Engineer,Towers Watson,,,United States,New York,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAI5,2/24/16,2/24/16,,0,"Chief Marketing Officer, Global Chevrolet And Global GM Marketing Operations Leader",General Motors Corporation,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAIq,2/24/16,2/24/16,,0,"Vice President (VP), Marketing and Design",Herman Miller Inc.,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAJP,2/24/16,2/24/16,,0,"Director, Call Management Technology",Comcast Corporation,,,United States,PA,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAJZ,2/24/16,2/24/16,,0,"Director, Project Management Office",Comcast Corporation,,,United States,PA,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAK1,2/24/16,2/24/16,,0,Windows System Administrator,Garmin Ltd.,,,United States,Kansas,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAKe,2/24/16,2/24/16,,0,Systems Architecture Director,MassMutual,,,United States,Massachusetts,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAL2,2/24/16,2/24/16,,0,"Director, IT",DTE Energy Company,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAL4,2/24/16,2/24/16,,0,"Director, Information Technology",DTE Energy Company,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAL7,2/24/16,2/24/16,,0,"Director, IT",DTE Energy Company,,,United States,MI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkALG,2/24/16,2/24/16,,0,"Vice President, Account Reconciliation System",Fifth Third Bancorp,,,United States,OH,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkALO,2/24/16,2/24/16,,0,"Director, Ecommerce","Marriott International, Inc.",,,United States,DC,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAMZ,2/24/16,2/24/16,,0,"Director, IT Operations",21st Century Fox,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAMw,2/24/16,2/24/16,,0,"Director, Platform Engineering",Blackstone Group L.P.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAN6,2/24/16,2/24/16,,0,"Director, Technology",Viacom Inc.,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkANF,2/24/16,2/24/16,,0,"Director, Technology Solutions and  Innovation Commercialization",Xerox Corporation,,,United States,NY,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkANa,2/24/16,2/24/16,,0,"Manager, Application Development",Lincoln Financial Group,,,United States,IN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkANd,2/24/16,2/24/16,,0,"Director, Information Technology",Thermo Fisher Scientific,,,United States,WI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkANg,2/24/16,2/24/16,,0,"Manager, Application Development",Thermo Fisher Scientific,,,,KS,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkANr,2/24/16,2/24/16,,0,"Vice President, Regional Marketing",Allstate Corporation,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAOG,2/24/16,2/24/16,,0,"Director, IT and Operations Supplier Governance",Allstate Corporation,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAPQ,2/24/16,2/24/16,,0,"Senior Manager, Global Engineering and Business Solutions",Spirit AeroSystems,,,United States,KS,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAQ8,2/24/16,2/24/16,,0,Senior IT Security Specialist,Towers Watson,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAQd,2/24/16,2/24/16,,0,"Director, Marketing",Advocate Health Care,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAQf,2/24/16,2/24/16,,0,"Director, Public Affairs & Marketing",Advocate Health Care,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkARm,2/24/16,2/24/16,,0,"Senior Vice President, Test and E2E Quality",Comcast Corporation,,,United States,PA,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkASN,2/24/16,2/24/16,,0,Chief Financial Officer (CFO),Garmin Ltd.,,,United States,Kansas,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkASr,2/24/16,2/24/16,,0,SharePoint Architect,Towers Watson,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkATl,2/24/16,2/24/16,,0,"Director, Information Technology",Sears Holdings Corporation,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkATx,2/24/16,2/24/16,,0,Assistant Vice President - Systems,State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAU1,2/24/16,2/24/16,,0,"Assistant Vice President, Information Technology",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAU2,2/24/16,2/24/16,,0,"Assistant Vice President, Business Process Consulting",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAU5,2/24/16,2/24/16,,0,"Director, Data and Information Strategies",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAUA,2/24/16,2/24/16,,0,"Director, Marketing",Archer Daniels Midland Company,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAUL,2/24/16,2/24/16,,0,"Chief Architect, Software",Mayo Clinic,,,United States,Minnesota,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAUb,2/24/16,2/24/16,,0,"Head, Network Operations",Mayo Clinic,,,United States,Minnesota,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAV5,2/24/16,2/24/16,,0,"Manager, Multispeciality Clinic",North Memorial Health Care,,,United States,Minnesota,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAW5,2/24/16,2/24/16,,0,"Director, Information Technology",AMETEK,,,United States,Pennsylvania( PA ),Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAWU,2/24/16,2/24/16,,0,Chief Security Officer (CSO),Nielsen Company US Inc,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAX8,2/24/16,2/24/16,,0,"Head, IT Strategy and Planning",Sammons Enterprises,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAZS,2/24/16,2/24/16,,0,"Director, BIS Systems Test Delivery",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAZT,2/24/16,2/24/16,,0,"Director, Computer Environment Functions",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAZU,2/24/16,2/24/16,,0,"Director, Information Technology Security",State Farm Mutual Insurance Co.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAaQ,2/24/16,2/24/16,,0,"Manager, Information Technology",Carilion Health System,,,United States,Virginia,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAaR,2/24/16,2/24/16,,0,"Project Manager, IT",Carilion Health System,,,United States,Virginia,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAaY,2/24/16,2/24/16,,0,"Manager, Project Management Office",Centra Health,,,United States,Virginia,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAc0,2/25/16,2/25/16,,0,"Director, Technology - Legal Operation",Abbott Laboratories,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAcz,2/24/16,2/24/16,,0,"Manager, IT Clinical Applications",Christiana Care Health System,,,United States,Delaware,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdG,2/24/16,2/24/16,,0,"Manager, Customer Service - ITC",Advocate Health Care,,,United States,Illinois,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdU,2/24/16,2/24/16,,0,"Senior Manager, Connected Systems and Vehicle Services Cyber Security",General Motors,,,United States,Michigan( MI ),Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdV,2/24/16,2/24/16,,0,"Vice President, IT",Honeywell International,,,United States,Minnesota( MN ),Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdo,2/24/16,2/24/16,,0,"Senior Manager, Applications",[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdp,2/24/16,2/24/16,,0,"Senior Manager, IT Application Development",[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdq,2/24/16,2/24/16,,0,"Senior Manager, IT Applications",[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAdz,2/24/16,2/24/16,,0,"Director, Information Technology",Ace Hardware Corporation,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAeD,2/24/16,2/24/16,,0,"Site Director, IS - Advocate Trinity",Advocate Health Care,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAeY,2/24/16,2/24/16,,0,"Senior Vice President, Information Technology",Career Education,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAet,2/24/16,2/24/16,,0,"Executive Director, Co-Location and Data Center Services",CME Group Inc.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAfu,2/24/16,2/24/16,,0,"Principal, Quality Analyst",Children's Hospital of Philadelphia,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAgH,2/24/16,2/24/16,,0,"Manager, Application Services Support",Lancaster General Health,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAgS,2/24/16,2/24/16,,0,"Director, Application Availability & Operations Process Support",Comcast,,,United States,PA,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAiJ,2/24/16,2/24/16,,0,"Director, Telemedicine",University of Virginia Health System,,,United States,Virginia,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAir,2/24/16,2/24/16,,0,"Project Manager, Network Services",Cleveland Clinic Health System,,,United States,Ohio,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAjL,2/24/16,2/24/16,,0,Lead Data Center Technician,[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAkE,2/24/16,2/24/16,,0,"Vice President, Technical Services and Operations",Follett,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAlH,2/24/16,2/24/16,,0,"Manager, IT Security",Kimberly-Clark Corporation,,,United States,WI,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAmh,2/24/16,2/24/16,,0,"Director, Systems Engineering",CME Group Inc.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAn2,2/24/16,2/24/16,,0,Chief Marketing Officer,"Hub Group, Inc",,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAnb,2/24/16,2/24/16,,0,"Senior Director, Technical Security (AT&T Hosting & Application Services)",AT&T,,,USA,MD,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAno,2/24/16,2/24/16,,0,"Project Manager, Strategic Projects",John Deere & Company,,,USA,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAoW,2/24/16,2/24/16,,0,"Manager, Clinical Systems",Penn State Milton S. Hershey Medical Center,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkApJ,2/24/16,2/24/16,,0,"Manager, Application Development",[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkApY,2/24/16,2/24/16,,0,"Director, Application Support",Constellation Brands,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkArV,2/24/16,2/24/16,,0,"Principal Architect, Platforms and Storage",Thomson Reuters,,,United States,MD,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkArX,2/24/16,2/24/16,,0,"Associate Director, Information Tecnology","NASDAQ OMX Group, Inc.",,,United States,MD,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkArp,2/24/16,2/24/16,,0,"Director, Software Engineering",CME Group Inc.,,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAs6,2/24/16,2/24/16,,0,Associate Creative Director,"Hub Group, Inc",,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAs8,2/24/16,2/24/16,,0,"Associate Director, Marketing","Hub Group, Inc",,,United States,IL,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAsT,2/24/16,2/24/16,,0,"Director, Patient Information Partners",Premier Health Partners,,,United States,Ohio,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAt3,2/24/16,2/24/16,,0,"Manager, IT and Service - Electronic Medical Record",University Hospitals,,,United States,Ohio,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkAtE,2/24/16,2/24/16,,0,"Manager, Network Support",Beaumont Health,,,United States,Michigan,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB2L,2/24/16,2/24/16,,0,"Vice President, IT Operations",Lancaster General Health,,,United States,Pennsylvania,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB2Q,2/24/16,2/24/16,,0,"Director, IT Enterprise Systems",Norton Healthcare,,,United States,Kentucky,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB3B,2/24/16,2/24/16,,0,Senior IT Project Manager,Kroger Co.,,,United States,Ohio,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB3P,2/24/16,2/24/16,,0,"Manager, Data Center",Marathon Petroleum,,,United States,Ohio,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB4a,2/25/16,2/25/16,,0,"Manager, Network Capacity Planning & QA",[[Unknown]],,,USA,MN,Application Assessment
70130000000tqf6,,Lead,Sent,00Q3000001GkB4c,2/24/16,2/24/16,,0,"Manager, Applications",[[Unknown]],,,USA,OH,Application Assessment
