Campaign ID,Parent Campaign ID,Member Type,Member Status,Lead ID,Member First Associated Date,Member Status Update Date,Member First Responded Date,Responded,Title,Company,Account Owner,Street Line 3,Country,State/Province,Campaign Name
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q300000164ja5,9/13/15,9/13/15,,0,Systems Architect/ CTO,Elbit Systems,,,Israel,Non-U.S.,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001DqLgD,9/28/15,9/28/15,,0,Manager - Windows Virtualization Services,Centene,,,United States,MO,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001EItnx,7/16/15,7/16/15,,0,Data Architect,Goodwill Industries of Greater New York and Northern New Jersey,,,United States,NY,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001EJ3BT,7/20/15,8/25/15,,0,IT Global Managing Director,Unisys Corporation,,,United States,PA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001ELWNc,8/25/15,8/25/15,,0,Principal Systems Engineer,General Dynamics Information Technology,,,United States,VA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001FN9Gz,9/11/15,9/11/15,,0,VP,Unisys Corporation,,,United States,PA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001FNFcV,9/14/15,9/14/15,,0,Administrative assistant,National Archives & Records Administration,,,United States,DC,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001FNHbK,9/15/15,9/15/15,,0,Power Systems,Next Era energy,,,United States,FL,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001FNHc9,9/15/15,9/15/15,,0,,Bank of America,,,India,AP,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001GjvNO,2/4/16,2/4/16,,0,,Principal Financial,,,United States,IA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001GjvPm,2/4/16,2/4/16,,0,,IFC,,,United States,VA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001GjvSu,2/4/16,2/4/16,,0,Engineer,USMC,,,United States,VA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001GjwZW,2/4/16,2/4/16,,0,,WREYCON,,,United States,MD,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001Gk6sf,2/8/16,2/8/16,,0,,1105media,,,United States,CA,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXy,70130000000hgdb,Lead,Sent,00Q3000001Gk7PG,2/8/16,2/8/16,,0,,Commonwealth,,,United States,FL,1105 Media (5 Ways PaaS Helps Devs)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q30000013O1kF,9/8/15,9/21/15,9/8/15,1,Other: Non-Manager,accenture,,,United States,VT,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FMo8w,9/21/15,9/21/15,9/21/15,1,Senior Director,General Dynamics Information Technology,,,United States,,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FMy2A,9/7/15,9/7/15,9/7/15,1,,International Business Machines,,,United States,NY,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FMzgB,9/8/15,9/8/15,9/8/15,1,Principal Technical Architect,salesforce.com,,,United States,CA,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FMzgL,9/8/15,9/8/15,9/8/15,1,,The MITRE Corporation,,,United States,MD,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FMzmY,9/8/15,9/8/15,9/8/15,1,Senior IT Analyst,Caterpillar Inc.,,,United States,IL,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FNZ65,9/21/15,9/21/15,9/21/15,1,Senior IT Strategist,Caterpillar Inc,,,United States,IL,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001FNZ78,9/21/15,9/21/15,9/21/15,1,,Raytheon,,,United States,MA,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001Gk6f1,2/8/16,2/8/16,2/8/16,1,,Mobile Aids Support Services,,,United States,AL,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001Gk7FY,2/8/16,2/8/16,2/8/16,1,,Arora,,,United States,CT,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001Gk7sE,2/8/16,2/8/16,2/8/16,1,,Chris Solutions,,,New Zealand,,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001Gk7zc,2/8/16,2/8/16,2/8/16,1,,ACM SL,,,Spain,,1105 Media (Docker Strategy WP)
70130000000iLXU,70130000000hgdb,Lead,Responded,00Q3000001Gk7zd,2/8/16,2/8/16,2/8/16,1,,ct,,,India,,1105 Media (Docker Strategy WP)
70130000000iLXt,70130000000hgdb,Contact,Sent,0033000001SlCD0,8/23/15,8/23/15,,0,SME .NET Windows Clustering  - Enterprise Web Hosting,The Boeing Company,John Golke,,United States,WA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000000bsuDc,7/31/15,7/31/15,,0,,Alpha score,,,Croatia,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000000f7clt,7/30/15,7/30/15,,0,Principal Architect,Intel,,,United States,OR,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000000iwPLG,9/4/15,9/4/15,,0,Sr Architect,Cognizant Technology Solutions,,,India,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q30000013O1kF,7/30/15,7/30/15,,0,Other: Non-Manager,accenture,,,United States,VT,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q30000018fP7J,9/2/15,9/2/15,,0,Senior Staff Assistant,Office of the Secretary of Defense,,,UNITED STATES OF AMERICA,VA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EB6tE,10/6/15,10/6/15,,0,,SAP SE,,,Germany,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EBPtU,10/9/15,10/9/15,,0,,Citystars management,,,Egypt,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EBS7d,10/9/15,10/9/15,,0,Senior Consultant,State of Georgia - Department of Administrative Services,,,United States,CT,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EKPS7,7/31/15,7/31/15,,0,,Engentis AG,,,Switzerland,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EKQyE,7/31/15,7/31/15,,0,Solution Architect,CompuCom,,,United States,TX,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EKajh,8/4/15,8/4/15,,0,,Alabama Medicaid Agency,,,United States,AL,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001EKakB,8/4/15,8/6/15,,0,Executive Director of Business Development,Think Tank,,,United States,MD,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001ELGUs,9/16/15,9/16/15,,0,Sr. System Software Engineer,Master Lock,,,United States,WI,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FMnv2,9/2/15,9/2/15,,0,Chief Architect,COMINT Systems Corp.,,,United States,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FMo8c,9/2/15,9/2/15,,0,Strategic Alliance Manager - Microsoft,NetApp,,,United States,WA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FMo8w,9/2/15,9/16/15,,0,Senior Director,General Dynamics Information Technology,,,United States,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FMq1F,9/3/15,9/3/15,,0,,SAIC,,,United States,SC,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNHc9,9/28/15,9/28/15,,0,,Bank of America,,,India,AP,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNMLO,9/16/15,9/16/15,,0,,Defense Contract Management Agency (DCMA),,,United States,VA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNMM2,9/16/15,9/16/15,,0,"Director, Strategic Development and Government Relations",Telos Corporation,,,United States,VA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNO7P,9/17/15,9/17/15,,0,,Swisscom,,,Switzerland,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNP4v,9/17/15,9/17/15,,0,Enterprise Architect,Jack in the Box,,,United States,CA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001FNSlm,9/18/15,9/18/15,,0,SW IT Architect,IBM,,,United States,CA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001Gk7S3,2/8/16,2/8/16,,0,,Org-Blueprint,,,United States,GA,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001Gk7SC,2/8/16,2/8/16,,0,,VVV Corporation,,,United States,IL,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001Gk7ap,2/8/16,2/8/16,,0,,University of Minho,,,Portugal,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001Gk7au,2/8/16,2/8/16,,0,,okam,,,Saudi Arabia,,1105 Media (New and Existing Apps)
70130000000iLXt,70130000000hgdb,Lead,Sent,00Q3000001Gk7az,2/8/16,2/8/16,,0,,HULR,,,Spain,,1105 Media (New and Existing Apps)
70130000000iIpu,,Contact,Downloaded Document,0033000000qxXgy,6/17/15,6/17/15,6/17/15,1,Chief Executive Officer,,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001BK70w,6/17/15,6/17/15,6/17/15,1,SD Manager,ZS Associates,Dave Cohn,,United States,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001PNHcB,6/18/15,6/18/15,6/18/15,1,Engineer -_System Administration,Computer Sciences Corporation,Bill Gannon,,India,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001SlCD0,7/12/15,7/12/15,7/12/15,1,SME .NET Windows Clustering  - Enterprise Web Hosting,The Boeing Company,John Golke,,United States,WA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001UYqGC,6/1/15,6/18/15,6/1/15,1,Enterprise Account Manager,,,,United States,AZ,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001bYpjG,6/17/15,6/17/15,6/17/15,1,Chief Enterprise Architect,CIT Group,Bill Gannon,,United States,NJ,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001c24NC,6/21/15,6/21/15,6/21/15,1,Head of Enterprise Services and Architecture HSBC,HSBC,Bill Gannon,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001qGeEX,8/18/15,8/18/15,8/18/15,1,,Wolters Kluwer,Zach Stanard,,United States,IL,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001qIq7B,6/18/15,6/18/15,6/18/15,1,PMP,Banco Bradesco,Roberto Boclin,,Brazil,São Paulo,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001qvgGS,8/12/15,8/12/15,8/12/15,1,IS Infrastructure Enterprise Technical Engineer,Gordon Food Service,Zach Stanard,,United States,MI,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001qxNEG,6/9/15,6/9/15,6/9/15,1,Software Developer,Oil Price Information Service,James Tranquill,,United States,MD,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001qxY4R,7/27/15,7/27/15,7/27/15,1,,Cisco Systems,Dave Kim,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001rbk3A,6/17/15,6/17/15,6/17/15,1,"Principal Architect, Hosting Services",National Australia Bank Limited,John Golke,,Australia,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001rbk48,6/17/15,6/17/15,6/17/15,1,Delivery Manager - Mobile & Emerging Technology,National Australia Bank Limited,John Golke,,Australia,VIC,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001s5T4g,6/14/15,6/14/15,6/14/15,1,Head of Multi-Alliance GTM Global Partner Sales and Alliances,NetApp,John Golke,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001thcu7,8/24/15,8/24/15,8/24/15,1,Global Lead Cloud Architect,Procter & Gamble,Michel van Dorp,,United States,OH,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001uMlJY,12/18/15,12/18/15,12/18/15,1,Executive Director - Technology Strategy,Disney ABC Television Group,John Golke,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Contact,Downloaded Document,0033000001uzd6S,2/4/16,2/4/16,2/4/16,1,WebSphere Administrator,US Bank,Zach Stanard,,United States,MN,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000bsH5L,6/17/15,6/18/15,6/17/15,1,,Samba Tech LATAM,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000bsun0,6/17/15,6/17/15,6/17/15,1,Enterprise Architect,Nike,,,United States,OR,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000bsvCq,6/17/15,6/17/15,6/17/15,1,Director Enterprise Architect,Home Depot,,,United States,GA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000bsviM,6/17/15,6/17/15,6/17/15,1,Partner,CSC,,,United States,NJ,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000bsyBs,6/17/15,6/17/15,6/17/15,1,"Director, Business Development",SingTel,,,Singapore,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000ckueX,6/17/15,6/17/15,6/17/15,1,Integration Architect,Bull,,,France,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000ckugZ,6/21/15,6/21/15,6/21/15,1,Senior Consultant,Abacus,,,United States,PA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000f7Ecj,6/25/15,6/25/15,6/25/15,1,,[[Unknown]],,,Netherlands,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000f7LTt,6/25/15,6/25/15,6/25/15,1,Senior Software Engineer,IG Index,,,United Kingdom,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000f9ng8,6/17/15,6/17/15,6/17/15,1,Sr. Info. Sys. Eng.,"COMPUTER RESOURCES, LTD.",,,United States,MD,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000gb77w,6/18/15,6/18/15,6/18/15,1,Architect - Data Center Practice,Insight,,,United States,IL,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000gbJ15,6/18/15,6/18/15,6/18/15,1,IT Consultant,UCB,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000itOTf,6/26/15,6/26/15,6/26/15,1,Senior Software Engineer,ii4sm,,,Switzerland,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000iw8Ve,6/17/15,6/17/15,6/17/15,1,Managing Director,"The Mullings Group, LLC.",,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000jqRKt,6/14/15,6/14/15,6/14/15,1,Senior Software Engineer,IFS,,,Sri Lanka,AL,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000jr9o6,6/17/15,6/17/15,6/17/15,1,,United Healthcare,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000l5B0E,6/25/15,6/25/15,6/25/15,1,Annoyance Specialist,Panther Blood Inc.,,,United States,NY,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000l76UN,6/25/15,6/25/15,6/25/15,1,"Architect, Applications",DSV,,,Denmark,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000nLggD,6/25/15,6/25/15,6/25/15,1,SW Engineer,RUAG Defence,,,Switzerland,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000nLnra,6/17/15,6/17/15,6/17/15,1,Tech,CPI,,,Greece,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000qAWz0,6/29/15,6/29/15,6/29/15,1,IT Management: Systems Integrator,B&amp;PD,,,France,Non-U.S.,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000qBEiq,6/25/15,6/25/15,6/25/15,1,Business Unit Manager,24 Solutions,,,Sweden,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000sIBcE,6/21/15,6/21/15,6/21/15,1,,SGS2,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000w5Kwg,6/18/15,6/18/15,6/18/15,1,IT Manager,Dar Al-Handasah,,,Egypt,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000w5LBC,6/18/15,6/18/15,6/18/15,1,CTO,dataglobal,,,Germany,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000y9KGJ,6/17/15,6/17/15,6/17/15,1,,Runaware,,,United States,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000yzaeX,6/19/15,6/19/15,6/19/15,1,Principal,Electric Ether,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000000yzagy,6/18/15,6/18/15,6/18/15,1,Director of Business Development,Luvly Dubly,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000013LG2V,6/3/15,7/16/15,6/3/15,1,Marketing,Apprenda,,,United States,MA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000013LSHM,6/1/15,11/24/15,6/1/15,1,consultant,Polestar Technology Marketing,,,Netherlands,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000013NpRV,6/20/15,6/20/15,6/20/15,1,,Autodesk inc,,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000013O1kF,9/8/15,9/21/15,9/8/15,1,Other: Non-Manager,accenture,,,United States,VT,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000014z2VW,6/25/15,6/25/15,6/25/15,1,Director,Fujitsu,,,Finland,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000014zZjp,6/17/15,6/17/15,6/17/15,1,"Manager, IT Operations",Monsanto Company,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000016267d,6/1/15,6/1/15,6/1/15,1,Director of Sales and Solutions Engineering,Apprenda,,,United States,NY,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000162Ku8,6/25/15,6/25/15,6/25/15,1,,agnostic integration,,,United States,NY,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000163jn4,6/17/15,6/17/15,6/17/15,1,Director of Software Engineering,Fidelity Investments,,,United States,MA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000164k99,6/17/15,6/17/15,6/17/15,1,"Telecom Software Strategist, Research Lab",Huawei Technologies,,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000164nBG,6/17/15,6/17/15,6/17/15,1,President,Telestar Corp?Cloud & EDMS Electronics Document Management Services,,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000164pYG,6/25/15,6/25/15,6/25/15,1,Customer Success Manager,blueKiwi,,,France,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000165C5k,6/17/15,6/17/15,6/17/15,1,IT Team Lead,Home Depot,,,,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000165Ywo,6/24/15,6/24/15,6/24/15,1,,Binary-Studo,,,Ukraine,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000016yThC,6/17/15,6/17/15,6/17/15,1,,Omnisolutions,,,United States,NC,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017Ro7r,6/18/15,6/23/15,6/18/15,1,Innovation Leader RL,Advania,,,Iceland,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017S26X,6/17/15,6/17/15,6/17/15,1,ICT Solution Architect,BCD TRAVEL,,,USA,GA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017T3Hl,6/17/15,6/17/15,6/17/15,1,DSTI R.H.,ITAM,,,Mexico,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017T3Ow,6/25/15,6/25/15,6/25/15,1,Consultant,Berckhout Financial Services,,,Netherlands,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017TuAr,6/17/15,6/18/15,6/17/15,1,chief architect,"Huawei Technologies Co., Ltd",,,USA,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017UQEF,6/18/15,6/18/15,6/18/15,1,Architect,Sprint Software,,,Brazil,AL,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017URNh,10/27/15,10/27/15,10/27/15,1,"Vice President, Services and Strategy - Digital Channels",Wells Fargo & Company,,,United States,CA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000017URSI,6/25/15,6/25/15,6/25/15,1,Associate,Generation,,,United Kingdom,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000181ImS,6/21/15,6/21/15,6/21/15,1,,bilin it consulting ltd.,,,Turkey,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q3000001824ti,6/17/15,6/17/15,6/17/15,1,Software Engineer,OpenGETS,,,Chile,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000182g4e,6/30/15,6/30/15,6/30/15,1,IT Architect,Klarna AB,,,Sweden,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000183Sz4,6/17/15,6/17/15,6/17/15,1,"Director (Chief Architect Office), Director (Defence)",NCS,,,SINGAPORE,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q300000183SzE,6/25/15,6/25/15,6/25/15,1,"Head, Operational Risk, Governance, Group Technology and Operations",Standard Chartered Bank,,,United Kingdom,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018fP7J,8/11/15,8/11/15,8/11/15,1,Senior Staff Assistant,Office of the Secretary of Defense,,,UNITED STATES OF AMERICA,VA,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018fUha,6/18/15,6/18/15,6/18/15,1,Sr.CSA,Dell,,,India,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018g5Tm,6/18/15,6/18/15,6/18/15,1,,ALJ Group,,,United States,IL,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018gMaV,6/18/15,6/18/15,6/18/15,1,Principal Architect,"TIBCO Software, Inc.",,,UK,Wiltshire,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018gYSw,6/25/15,6/25/15,6/25/15,1,Software Developer,Diana Corp,,,Italy,Padova,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018gvhQ,6/17/15,6/17/15,6/17/15,1,,GRMCorp,,,Brazil,,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018hZyW,12/21/15,12/21/15,12/21/15,1,Sr. Manager - Service Line Management,HCL technologies Limited,,,India,UP,Accelerating Enterprise Docker Strategy with Private PaaS
70130000000iIpu,,Lead,Downloaded Document,00Q30000018hvHW,6/17/15,6/17/15,6/17/15,1,"VP, Chief Architect","Home Depot, Inc.",,,United States,Georgia,Accelerating Enterprise Docker Strategy with Private PaaS
