Opportunity ID,Account ID,Stage,Billing Country,Billing State/Province,Type,Lead Source,Close Date,Probability (%),Fiscal Period,Age,Created Date
00630000013Cy6j,0013000001Ns2Te,Interest,The Netherlands,,License & Service,linkedin,9/30/2016,15,Q3-2016,76,11/26/2015
00630000013DNqW,0013000001Ns4zh,Qualify,België,,License & Service,Partner,11/30/2016,20,Q4-2016,51,12/21/2015
00630000013D2Lq,0013000001Ns59w,Qualify,Brasil,RJ,License & Service,Partner,4/25/2016,30,Q2-2016,70,12/2/2015
00630000013D2Ks,0013000001NsDYm,Qualify,Brasil,SP,License & Service,Partner,4/25/2016,30,Q2-2016,70,12/2/2015
00630000013D5Up,0013000001NsLG5,Qualify,,,License & Service,,9/30/2016,40,Q3-2016,68,12/4/2015
00630000013D5WR,0013000001NsLOO,Qualify,,,License & Service,,6/30/2016,70,Q2-2016,68,12/4/2015
00630000013D6bw,0013000001NsN8J,Qualify,Brasil,SP,License & Service,Partner,5/31/2017,20,Q2-2017,68,12/4/2015
00630000013DAZJ,0013000001NsZia,Qualify,Brasil,RJ,License & Service,Partner,4/25/2016,30,Q2-2016,63,12/9/2015
00630000013DCHW,0013000001Nsduf,Qualify,Brasil,RJ,License,Partner,4/25/2016,30,Q2-2016,62,12/10/2015
00630000013DFWf,0013000001Nt9nk,Qualify,Brasil,SP,License & Service,Partner,4/25/2016,30,Q2-2016,58,12/14/2015
00630000013DJyu,0013000001NtAAu,Qualify,Brasil,RJ,License & Service,Partner,4/25/2016,30,Q2-2016,56,12/16/2015
00630000013DMlP,0013000001NtFsR,Interest,United States,MN,CloudRise,Web Referral,9/30/2016,5,Q3-2016,54,12/18/2015
00630000013DKiT,0013000001NtLNj,Qualify,Sweden,Nacka,License & Service,External Referral,9/30/2016,20,Q3-2016,55,12/17/2015
00630000013DLIg,0013000001NtMfK,Interest,United States,PA,License & Service,Trade Show,5/27/2016,5,Q2-2016,55,12/17/2015
00630000013DMxa,0013000001NtQLa,Interest,United States,NY,License & Service,Bing Ads,5/27/2016,5,Q2-2016,54,12/18/2015
00630000013DNql,0013000001NtTox,Qualify,Denmark,,License & Service,Email,9/30/2016,20,Q3-2016,51,12/21/2015
00630000013DUI9,0013000001NuEcM,Qualify,United Kingdom,,License & Service,,3/31/2016,50,Q1-2016,39,1/2/2016
00630000013DUIE,0013000001NuEcR,Qualify,,,License & Service,,12/31/2016,20,Q4-2016,39,1/2/2016
00630000013DUIJ,0013000001NuEcW,Qualify,Taiwan,,License & Service,Partner,5/31/2016,30,Q2-2016,39,1/2/2016
00630000013DXXb,0013000001NuORl,Prove / POC,United States,CT,CloudRise,Google Natural Search,5/16/2016,50,Q2-2016,36,1/5/2016
00630000013DXyI,0013000001NuPuJ,Qualify,United States,MN,License & Service,Google Ad,6/30/2016,20,Q2-2016,35,1/6/2016
00630000013DZzh,0013000001NuUhX,Closed Lost,,OR,Service,Partner,1/21/2016,0,Q1-2016,14,1/7/2016
00630000013Dn2k,0013000001Nv5PQ,Qualify,Brasil,RJ,License & Service,Partner,4/29/2016,30,Q2-2016,23,1/18/2016
00630000013Dn8n,0013000001Nv5YJ,Qualify,Brasil,RJ,License,Partner,4/25/2016,30,Q2-2016,23,1/18/2016
00630000013DqqF,0013000001NvCds,Interest,United States,TX,License & Service,Trade Show,3/31/2017,1,Q1-2017,21,1/20/2016
00630000013Du9i,0013000001NvKrp,Interest,Brazil,São Paulo,License & Service,Partner,12/31/2016,20,Q4-2016,18,1/23/2016
00630000013E4JN,0013000001P5Qz1,Prove / POC,Netherlands,,License & Service,Web,3/31/2016,60,Q1-2016,8,2/2/2016
,,,,,,,,,,,
,,,,,,,,,,,
Opportunity Report,,,,,,,,,,,
"Copyright (c) 2000-2016 salesforce.com, inc. All rights reserved.",,,,,,,,,,,
Confidential Information - Do Not Distribute,,,,,,,,,,,
Generated By:  Kyle Deweerdt  2/10/2016 4:50 PM,,,,,,,,,,,
"Apprenda, Inc.",,,,,,,,,,,
