Opportunity ID,Account ID,Stage,Billing Country,Billing State/Province,Type,Lead Source,Close Date,Probability (%),Fiscal Period,Age,Created Date
0063000000vlLpG,0013000001BotUC,Closed Lost,Canada,BC,License,Google Natural Search,4/4/2014,0,Q2-2014,431,1/28/2013
0063000000vlLgd,0013000001BotUC,Closed Won,Canada,BC,License,Google Natural Search,6/15/2013,100,Q2-2013,138,1/28/2013
0063000000vmD5j,0013000001Bp9nU,Closed Lost,United States,CT,License,,12/31/2020,0,Q4-2020,2852,3/11/2013
0063000000vm5fB,0013000001Bp9nU,Closed Lost,United States,CT,License,,12/31/2020,0,Q4-2020,2858,3/5/2013
00630000011jDTN,0013000001BpaEv,Interest,United States,OH,CloudRise,Rep Relationship,12/31/2016,5,Q4-2016,170,8/24/2015
0063000000vlgzg,0013000001BpeON,Closed Lost,United States,TX,License,Google Natural Search,12/25/2020,0,Q4-2020,2872,2/13/2013
0063000000vm9XY,0013000001Bpp06,Closed Won,United States,OH,License,Google Natural Search,9/2/2013,100,Q3-2013,178,3/8/2013
0063000000vmD2V,0013000001Bpp06,Closed Won,United States,OH,License & Service,Google Natural Search,11/14/2014,100,Q4-2014,613,3/11/2013
00630000011jOgr,0013000001Bpp06,Closed Won,United States,OH,License & Service,Existing Account,11/13/2015,100,Q4-2015,66,9/8/2015
00630000010PHdI,0013000001Bpp06,Closed Lost,United States,OH,Service,Existing Account,10/30/2015,0,Q4-2015,165,5/18/2015
0063000000yUXr3,0013000001Bq56i,Qualify,United States,WA,License,Google Natural Search,5/30/2016,10,Q2-2016,674,4/7/2014
0063000000vmiZG,0013000001BqJIz,Closed Lost,United States,GA,License,Trade Show,12/25/2020,0,Q4-2020,2821,4/5/2013
0063000000vmuA5,0013000001BqLqD,Closed Lost,United States,TX,License,Google Natural Search,12/25/2020,0,Q4-2020,2810,4/16/2013
0063000000vmu3o,0013000001BqLqD,Closed Lost,United States,TX,License,Google Natural Search,2/18/2014,0,Q1-2014,308,4/16/2013
0063000000vmADo,0013000001BqLqD,Closed Lost,United States,TX,License,Google Natural Search,1/30/2014,0,Q1-2014,328,3/8/2013
0063000000vmYOj,0013000001BqRlM,Closed Lost,United States,MA,License,Web Referral,12/25/2020,0,Q4-2020,2829,3/28/2013
0063000000vmYOZ,0013000001BqRlM,Closed Won,United States,MA,License,Web Referral,10/18/2013,100,Q4-2013,204,3/28/2013
0063000000vmjeS,0013000001Bqh4o,Closed Won,Switzerland,NJ,License,discoverorg,9/25/2013,100,Q3-2013,172,4/6/2013
0063000000vmjec,0013000001Bqh4o,Prove / POC,Switzerland,NJ,License,discoverorg,12/31/2017,1,Q4-2017,1040,4/6/2013
0063000000wiAzl,0013000001Bqh4o,Closed Won,Switzerland,NJ,License,discoverorg,7/31/2013,100,Q3-2013,37,6/24/2013
0063000000vmc9r,0013000001Br5vH,Closed Won,United States,GA,License,Web,10/18/2013,100,Q4-2013,200,4/1/2013
0063000000vmcAz,0013000001Br5vH,Closed Lost,United States,GA,License,Web,12/25/2020,0,Q4-2020,2825,4/1/2013
0063000000vmzLe,0013000001BsDxG,Closed Lost,United States,NY,Service,Rainking,12/31/2020,0,Q4-2020,2813,4/19/2013
0063000000vmzLK,0013000001BsDxG,Closed Lost,United States,NY,License,Rainking,11/29/2020,0,Q4-2020,2781,4/19/2013
0063000000vn5IN,0013000001BsMGI,Closed Won,United States,MN,License,Rainking,10/18/2013,100,Q4-2013,177,4/24/2013
0063000000vn5Ir,0013000001BsMGI,Closed Lost,United States,MN,License,Rainking,12/25/2020,0,Q4-2020,2802,4/24/2013
0063000000yWC7l,0013000001BsaIt,Closed Lost,United States,VA,License & Service,Partner,7/31/2014,0,Q3-2014,79,5/13/2014
0063000000zD9Kz,0013000001BsaIu,Closed Lost,,,License,Partner,12/31/2015,0,Q4-2015,566,6/13/2014
00630000013Dp73,0013000001BsaJ1,Prove / POC,United States,DE,License & Service,Google Natural Search,7/21/2016,40,Q3-2016,22,1/19/2016
0063000000xG8aM,0013000001BsaJ1,Closed Lost,United States,DE,License,linkedinad,12/25/2020,0,Q4-2020,2654,9/19/2013
00630000013DKvS,0013000001BsaJH,Qualify,US,VA,License & Service,Web,5/27/2016,20,Q2-2016,55,12/17/2015
0063000000vnLoq,0013000001BsivX,Closed Lost,United States,NY,License,Employee Referral,12/25/2020,0,Q4-2020,2788,5/8/2013
0063000000vnLpU,0013000001Bsivw,Closed Lost,China,,License,Google Natural Search,12/25/2020,0,Q4-2020,2788,5/8/2013
0063000000vnntw,0013000001CyV0d,Closed Won,United States,VA,Service,Google Natural Search,6/27/2013,100,Q2-2013,27,5/31/2013
0063000000wiG92,0013000001CyV0d,Closed Lost,United States,VA,License,Existing Account,6/26/2014,0,Q2-2014,363,6/28/2013
0063000000vophU,0013000001CyeSe,Closed Lost,United States,NY,License,,7/29/2014,0,Q3-2014,419,6/5/2013
0063000000vophZ,0013000001Cyebr,Closed Won,United States,NC,License,Google Natural Search,8/15/2013,100,Q3-2013,71,6/5/2013
0063000000vophj,0013000001Cyebr,Closed Lost,United States,NC,License,Google Natural Search,12/25/2020,0,Q4-2020,2760,6/5/2013
0063000000vouxd,0013000001CypmT,Closed Lost,United States,IL,License,redmonddev,12/25/2020,0,Q4-2020,2755,6/10/2013
0063000000wi2vN,0013000001Dq9ws,Closed Lost,United States,NY,License,Google Natural Search,8/29/2015,0,Q3-2015,803,6/17/2013
0063000000yT0xr,0013000001DqQO6,Closed Lost,United States,NY,License,discoverorg,12/30/2016,0,Q4-2016,1024,3/12/2014
0063000000wiKZL,0013000001DqWWt,Closed Won,United States,NY,License,Google Natural Search,9/23/2013,100,Q3-2013,83,7/2/2013
0063000000wj99m,0013000001E1Uht,Closed Lost,United States,NJ,License,Web,12/25/2020,0,Q4-2020,2697,8/7/2013
0063000000wigs2,0013000001E1gTo,Closed Lost,United States,NY,Service,Employee Referral,12/31/2013,0,Q4-2013,162,7/22/2013
0063000000wiuns,0013000001E2tcG,Closed Lost,United States,NY,License,Employee Referral,12/25/2020,0,Q4-2020,2702,8/2/2013
0063000000witui,0013000001E31W5,Closed Lost,Hong Kong,,License,Web Referral,12/25/2020,0,Q4-2020,2703,8/1/2013
0063000000wjEVQ,0013000001EOIUP,Closed Lost,United States,SC,License,buffer,10/31/2013,0,Q4-2013,80,8/12/2013
0063000000wjEVa,0013000001EOIUP,Closed Lost,United States,SC,License,,12/25/2020,0,Q4-2020,2692,8/12/2013
0063000000wjU5r,0013000001EOoL0,Closed Won,United States,NY,License,Trade Show,10/18/2013,100,Q4-2013,56,8/23/2013
0063000000wjU66,0013000001EOoL0,Closed Lost,United States,NY,License,Trade Show,9/26/2014,0,Q3-2014,399,8/23/2013
0063000000xGCBs,0013000001EPgcN,Closed Lost,United States,VA,License,Google Natural Search,12/25/2020,0,Q4-2020,2650,9/23/2013
0063000000wjWbh,0013000001EPgcN,Closed Won,United States,VA,License,Google Natural Search,10/18/2013,100,Q4-2013,53,8/26/2013
0063000000wjWc6,0013000001EPgcN,Closed Lost,United States,VA,License,Google Natural Search,12/25/2020,0,Q4-2020,2678,8/26/2013
0063000000wjnH4,0013000001EQD1P,Closed Lost,United Kingdom,,License,Google Natural Search,12/25/2020,0,Q4-2020,2664,9/9/2013
0063000000wjrV7,0013000001EQJr8,Closed Lost,South Africa,,License,Google Adwords,12/25/2020,0,Q4-2020,2661,9/12/2013
0063000000wjsLh,0013000001EQKq3,Closed Lost,United States,NY,License,Web Referral,12/25/2020,0,Q4-2020,2661,9/12/2013
00630000010P79d,0013000001EQKq3,Qualify,United States,NY,CloudRise,Partner,5/20/2016,20,Q2-2016,275,5/11/2015
0063000000xG0Sb,0013000001EQVHr,Closed Lost,Canada,ON,Service,Trade Show,12/25/2020,0,Q4-2020,2657,9/16/2013
0063000000xGTjm,0013000001EQWjA,Closed Won,United States,NY,License,CIO.com,10/18/2013,100,Q4-2013,10,10/8/2013
0063000000xGTiG,0013000001EQWjA,Closed Lost,United States,NY,License & Service,CIO.com,12/25/2020,0,Q4-2020,2635,10/8/2013
0063000000xGCun,0013000001EQhaU,Qualify,United States,TX,License,discoverorg,3/30/2017,20,Q1-2017,870,9/23/2013
0063000000xGG8m,0013000001EQolL,Closed Lost,United States,MA,Service,CIO.com,12/25/2020,0,Q4-2020,2647,9/26/2013
0063000000xGTjc,0013000001ESNMf,Closed Lost,United States,IN,License,discoverorg,12/25/2020,0,Q4-2020,2635,10/8/2013
0063000000xGcrK,0013000001Ern6y,Closed Lost,,,License,Trade Show,12/25/2020,0,Q4-2020,2627,10/16/2013
0063000000xGjVA,0013000001Erxry,Closed Lost,United Kingdom,,License,buffer,12/25/2020,0,Q4-2020,2622,10/21/2013
0063000000xGsKZ,0013000001EsanQ,Closed Lost,Spain,NY,Service,Web,12/25/2020,0,Q4-2020,2615,10/28/2013
0063000000yVWnI,0013000001EtQEP,Closed Lost,New Zealand,Non-U.S.,License & Service,,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000xHjZO,0013000001EtQEP,Closed Lost,New Zealand,Non-U.S.,License & Service,,12/25/2020,0,Q4-2020,2598,11/14/2013
0063000000xHs8m,0013000001Etzu9,Closed Lost,United States,CA,Service,Google Natural Search,3/31/2014,0,Q1-2014,130,11/21/2013
0063000000xI1O1,0013000001FZDJI,Closed Lost,United States,FL,Service,Bing Natural Search,12/25/2020,0,Q4-2020,2580,12/2/2013
00630000013DT0a,0013000001FZGAz,Qualify,United States,VA,License & Service,Google Natural Search,6/26/2016,20,Q2-2016,42,12/30/2015
0063000000xjuQr,0013000001FaleI,Closed Lost,US,AZ,License,Partner,5/28/2015,0,Q2-2015,506,1/7/2014
0063000000xl9Av,0013000001FbAK6,Closed Lost,United States,VA,License & Service,Google Natural Search,12/25/2020,0,Q4-2020,2514,2/6/2014
0063000000xkcDO,0013000001FbeSh,Closed Lost,United States,TX,License,Google Natural Search,12/25/2020,0,Q4-2020,2529,1/22/2014
0063000000xkjLV,0013000001GDr8c,Closed Lost,US,CA,License,Outbound,10/30/2015,0,Q4-2015,644,1/24/2014
0063000000xl6a4,0013000001GGCQ0,Closed Lost,United States,NY,Service,Web,12/31/2014,0,Q4-2014,329,2/5/2014
0063000000xlm3V,0013000001GHkE6,Closed Won,United States,NY,License,Other,6/23/2014,100,Q2-2014,125,2/18/2014
00630000010MmcY,0013000001GHkE6,Closed Won,United States,NY,License & Service,Existing Account,10/30/2015,100,Q4-2015,263,2/9/2015
0063000000yU72z,0013000001GjERU,Closed Won,Switzerland,,License & Service,Google Natural Search,10/29/2014,100,Q4-2014,212,3/31/2014
00630000010gqR7,0013000001GjERU,Closed Won,Switzerland,,License,Existing Account,12/31/2015,100,Q4-2015,79,10/13/2015
0063000000yUIiY,0013000001GjNu3,Closed Lost,Canada,ON,License,discoverorg,12/25/2020,0,Q4-2020,2457,4/4/2014
0063000000yVLfh,0013000001GjyKr,Closed Lost,United States,CT,License,Employee Referral,12/25/2020,0,Q4-2020,2446,4/15/2014
0063000000yVUkq,0013000001Gk8S7,Closed Lost,Canada,Ontario,License,,10/31/2016,0,Q4-2016,927,4/18/2014
0063000000yVUpW,0013000001Gk8U3,Qualify,CANADA,,License,,6/24/2016,20,Q2-2016,663,4/18/2014
0063000000yVUrr,0013000001Gk8Vz,Closed Lost,,,License,,11/30/2016,0,Q4-2016,957,4/18/2014
0063000000yVV05,0013000001Gk8cq,Qualify,,,License,,12/31/2016,20,Q4-2016,663,4/18/2014
0063000000yVVAy,0013000001Gk8pk,Qualify,Canada,Ontario,License,,6/15/2016,20,Q2-2016,663,4/18/2014
0063000000yVWnc,0013000001GkB3d,Closed Lost,,,License,,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000yVWpb,0013000001GkB4R,Closed Lost,,,License,Partner,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000yVWrS,0013000001GkB63,Closed Lost,United States,OR,Service,Public Relations,12/25/2025,0,Q4-2025,4266,4/21/2014
0063000000yVWrc,0013000001GkB6S,Closed Lost,Netherlands,,License,Web,6/30/2014,0,Q2-2014,70,4/21/2014
0063000000yVWsQ,0013000001GkB76,Interest,United States,TX,License & Service,In House List,9/14/2016,5,Q3-2016,660,4/21/2014
0063000000yVWtJ,0013000001GkB7k,Closed Lost,New Zealand,,License,Public Relations,2/20/2016,0,Q1-2016,670,4/21/2014
0063000000yVWwD,0013000001GkBA5,Closed Lost,United States,CA,License,Small Event,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000yVWzg,0013000001GkBCV,Closed Lost,United States,AZ,License,Trade Show,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000yVX7p,0013000001GkBOg,Closed Lost,India,,License,Google Natural Search,12/25/2020,0,Q4-2020,2440,4/21/2014
0063000000yVodd,0013000001GkSGn,Closed Lost,United States,NY,License,Small Event,7/6/2015,0,Q3-2015,433,4/29/2014
0063000000yVtWf,0013000001GkW0b,Prove / POC,United States,IL,License,Google Natural Search,5/30/2016,40,Q2-2016,649,5/2/2014
0063000000yWSli,0013000001GkbF1,Closed Lost,United States,NJ,License & Service,Google Natural Search,12/5/2016,0,Q4-2016,929,5/21/2014
0063000000yW6SI,0013000001Gkhts,Closed Lost,,,License,Employee Referral,12/20/2020,0,Q4-2020,2417,5/9/2014
0063000000yW9WV,0013000001GklHy,Qualify,United States,FL,License,CIO.com,9/30/2016,30,Q3-2016,639,5/12/2014
0063000000zGLpH,0013000001GkpXE,Qualify,United States,NJ,License & Service,TechEd 2014,3/25/2016,20,Q1-2016,539,8/20/2014
0063000000yWEXB,0013000001GkpXi,Closed Lost,,,License,External Referral,12/25/2020,0,Q4-2020,2417,5/14/2014
0063000000yWLz3,0013000001Hdhbm,Closed Lost,,IL,License,Partner,5/20/2015,0,Q2-2015,366,5/19/2014
0063000000yWPst,0013000001Hdy5s,Closed Lost,Australia,,License,twitter.com,4/13/2015,0,Q2-2015,328,5/20/2014
0063000000yWUcv,0013000001He32X,Closed Lost,United States,FL,License,Partner,2/9/2015,0,Q1-2015,263,5/22/2014
0063000000yWXb4,0013000001He6li,Closed Lost,United States,New York,License,Small Event,12/25/2020,0,Q4-2020,2408,5/23/2014
0063000000zEJcG,0013000001He6li,Closed Lost,United States,New York,CloudRise,Small Event,12/18/2015,0,Q4-2015,518,7/18/2014
00630000013E6Ek,0013000001HePNP,Interest,US,TX,,Trade Show,3/31/2016,5,Q1-2016,7,2/3/2016
00630000013DMug,0013000001HePOX,Interest,US,CA,License & Service,Trade Show,12/14/2016,5,Q4-2016,54,12/18/2015
0063000000yWhqm,0013000001HePQi,Closed Lost,Spain,,Service,Google Natural Search,2/9/2015,0,Q1-2015,256,5/29/2014
00630000011jNCu,0013000001HeY3a,Qualify,Netherlands,,License & Service,,12/15/2016,30,Q4-2016,159,9/4/2015
0063000000zEY5h,0013000001HeYI6,Qualify,USA,FL,License,Other,9/30/2016,50,Q3-2016,564,7/26/2014
0063000000zFsKm,0013000001HeYIV,Qualify,Netherlands,OH,CloudRise,Google Natural Search,12/15/2016,30,Q4-2016,557,8/2/2014
0063000000zEJdO,0013000001HeZli,Closed Lost,United States,NC,Service,discoverorg,6/30/2015,0,Q2-2015,347,7/18/2014
0063000000zENeg,0013000001Hfm28,Closed Lost,,CO,Service,Partner,8/1/2015,0,Q3-2015,376,7/21/2014
0063000000zDsHS,0013000001Hg3LX,Qualify,,,License,,5/30/2016,20,Q2-2016,587,7/3/2014
0063000000zEFRM,0013000001HgVIL,Closed Lost,United States,MA,Service,Rainking,12/25/2020,0,Q4-2020,2354,7/16/2014
0063000000zENds,0013000001HghtU,Closed Lost,,MI,License,Partner,8/1/2015,0,Q3-2015,376,7/21/2014
0063000000zEicN,0013000001Hh6z8,Closed Lost,United States,OH,Service,1105,12/25/2019,0,Q4-2019,1973,7/31/2014
0063000000zGKLy,0013000001IedgS,Closed Lost,United States,NY,License,Google Natural Search,4/13/2015,0,Q2-2015,237,8/19/2014
0063000000zH8Xm,0013000001IfH7l,Prove / POC,US,NY,CloudRise,Trade Show,6/24/2016,25,Q2-2016,520,9/8/2014
0063000000zgLmX,0013000001IfJjv,Closed Lost,US,TX,License,Partner,12/25/2020,0,Q4-2020,2299,9/9/2014
0063000000zDdEi,0013000001IfNwi,Closed Lost,,,Service,Google Natural Search,2/9/2015,0,Q1-2015,228,6/26/2014
0063000000ziKp0,0013000001Jc0qH,Closed Lost,,CA,License,Partner,8/25/2015,0,Q3-2015,301,10/28/2014
0063000000ziUAC,0013000001Jc9eu,Prove / POC,US,MN,License,Public Relations,8/31/2016,30,Q3-2016,467,10/31/2014
0063000000ziztA,0013000001JdA0E,Closed Lost,United States,PA,License,,12/31/2014,0,Q4-2014,40,11/21/2014
00630000010MnP1,0013000001JdOjT,Interest,Brazil,,CloudRise,Partner,4/4/2016,5,Q2-2016,366,2/9/2015
0063000000zj9ye,0013000001JdOmN,Closed Lost,Brazil,,CloudRise,Partner,12/7/2015,0,Q4-2015,372,11/30/2014
0063000000zjGzr,0013000001JdY6B,Closed Lost,United States,MI,License,Public Relations,6/30/2016,0,Q2-2016,574,12/4/2014
00630000013Clvw,0013000001JdY6B,Qualify,United States,MI,CloudRise,Outbound,9/29/2016,20,Q3-2016,86,11/16/2015
0063000000zjVLQ,0013000001JdiPs,Closed Lost,,,CloudRise,Partner,7/28/2015,0,Q3-2015,231,12/9/2014
0063000000zjVLu,0013000001JdiUY,Closed Lost,,,CloudRise,Partner,7/28/2015,0,Q3-2015,231,12/9/2014
0063000000zk0xe,0013000001JeKxy,Closed Lost,,,License,External Referral,3/23/2015,0,Q1-2015,76,1/6/2015
00630000010MWoa,0013000001KZ1tW,Qualify,Canada,,License,Web,3/30/2017,20,Q1-2017,377,1/29/2015
00630000010MmeZ,0013000001KZkQk,Closed Lost,United States,,License,Google Natural Search,4/13/2015,0,Q2-2015,63,2/9/2015
00630000010MmhO,0013000001KZkYA,Closed Lost,United States,MA,License,Partner,6/8/2015,0,Q2-2015,119,2/9/2015
00630000010MmhE,0013000001KZkZ3,Closed Won,US,NC,License & Service,discoverorg,9/29/2015,100,Q3-2015,232,2/9/2015
00630000010gs29,0013000001KZkZ3,Procurement,US,NC,License & Service,discoverorg,4/28/2016,80,Q2-2016,120,10/13/2015
00630000010MrqA,0013000001KZsVn,Closed Lost,,,License & Service,Partner,1/5/2016,0,Q1-2016,328,2/11/2015
00630000013CkIx,0013000001KaLdH,Prove / POC,Belgium,,License & Service,Partner,11/30/2016,40,Q4-2016,89,11/13/2015
00630000011jSNE,0013000001KaQeN,Prove / POC,Netherlands,,License & Service,External Referral,6/30/2016,40,Q2-2016,152,9/11/2015
00630000010Nahm,0013000001KaUbs,Interest,France,,License & Service,Outbound,9/30/2016,15,Q3-2016,336,3/11/2015
00630000010PLOT,0013000001Kabp3,Qualify,The Netherlands,,License & Service,Other,9/30/2016,20,Q3-2016,266,5/20/2015
00630000010OKLb,0013000001Kaer4,Closed Lost,United States,TX,Service,Web Referral,5/7/2015,0,Q2-2015,29,4/8/2015
00630000010OqMO,0013000001Kaive,Prove / POC,Belgium / France,,License & Service,Outbound,6/30/2016,50,Q2-2016,287,4/29/2015
00630000011iFi3,0013000001KbArA,Closed Lost,The Netherlands,,License & Service,Outbound,3/31/2016,0,Q1-2016,267,7/8/2015
00630000010NW4V,0013000001KbBbr,Interest,Brazil,RJ,CloudRise,Partner,4/30/2016,5,Q2-2016,338,3/9/2015
00630000010gvne,0013000001KbcZZ,Qualify,The Netherlands,,License & Service,Outbound,10/28/2016,30,Q4-2016,117,10/16/2015
00630000012Ex4l,0013000001L6r9T,Qualify,United States,OH,License & Service,Employee Referral,7/13/2016,20,Q3-2016,135,9/28/2015
00630000010Og6a,0013000001LUrqQ,Qualify,The Netherlands,,License & Service,Other,9/30/2016,20,Q3-2016,294,4/22/2015
00630000010ORas,0013000001LUs7t,Closed Lost,United States,NY,CloudRise,Partner,12/18/2015,0,Q4-2015,249,4/13/2015
00630000010OGHZ,0013000001LUw6D,Qualify,Switzerland,,CloudRise,EMEA Outbound Research,12/31/2016,40,Q4-2016,311,4/5/2015
00630000010OGHe,0013000001LUw6I,Procurement,France,,License & Service,Outbound,6/30/2016,70,Q2-2016,311,4/5/2015
00630000010OGHo,0013000001LUw6N,Qualify,Germany,,CloudRise,saasblogs,12/31/2017,10,Q4-2017,311,4/5/2015
00630000013D5Wl,0013000001LVNS5,Qualify,,,License & Service,,12/31/2016,20,Q4-2016,68,12/4/2015
00630000010OYDm,0013000001LVS0H,Closed Lost,United States,CA,License & Service,Google Natural Search,1/9/2016,0,Q1-2016,268,4/16/2015
00630000011jOiO,0013000001LVfjM,Prove / POC,France,,License & Service,External Referral,11/30/2016,40,Q4-2016,155,9/8/2015
00630000010QTNJ,0013000001LVm4g,Interest,United States,IL,License,Google Natural Search,12/15/2016,5,Q4-2016,219,7/6/2015
00630000013ChAK,0013000001LVm5j,Qualify,United States,MN,License & Service,Partner,6/30/2016,15,Q2-2016,91,11/11/2015
00630000010QTOv,0013000001LVm5j,Interest,United States,MN,License,Trade Show,12/31/2016,5,Q4-2016,219,7/6/2015
00630000010OmZZ,0013000001LVm7z,Interest,Canada,ON,License,linkedinad,6/30/2016,5,Q2-2016,289,4/27/2015
00630000010OsiO,0013000001LVtao,Interest,United States,VA,License & Service,Partner,6/30/2016,5,Q2-2016,286,4/30/2015
00630000010P220,0013000001LW7hi,Closed Lost,United States,CA,License & Service,Google Natural Search,1/18/2016,0,Q1-2016,257,5/6/2015
00630000010P3Ir,0013000001LW9Du,Interest,United States,MI,License & Service,Rainking,5/30/2016,5,Q2-2016,279,5/7/2015
00630000010P7EJ,0013000001LWFT1,Qualify,United States,CA,CloudRise,Partner,6/30/2016,20,Q2-2016,275,5/11/2015
00630000010PGpO,0013000001LWS8R,Qualify,,,License & Service,Outbound,6/13/2016,10,Q2-2016,269,5/17/2015
00630000010PGqM,0013000001LWS95,Closed Lost,United States,Missouri,License & Service,Google Natural Search,1/4/2016,0,Q1-2016,232,5/17/2015
00630000010PGqW,0013000001LWS9F,Closed Lost,United States,"D.C,",License & Service,Google Adwords,1/4/2016,0,Q1-2016,232,5/17/2015
00630000010PGql,0013000001LWS9Z,Qualify,,FL,License & Service,Google Adwords,5/30/2016,20,Q2-2016,269,5/17/2015
00630000010PIJ4,0013000001LWUBt,Closed Lost,,,CloudRise,Partner,1/1/2016,0,Q1-2016,228,5/18/2015
00630000010PS5d,0013000001LWkcJ,Procurement,United Kingdom,,License & Service,Web Referral,3/31/2016,50,Q1-2016,261,5/25/2015
00630000010PUaa,0013000001LWp5j,Qualify,United States,MA,License & Service,External Referral,5/30/2016,20,Q2-2016,260,5/26/2015
00630000010PhsY,0013000001LX5jT,Qualify,Brazil,São Paulo,License & Service,Partner,5/31/2016,10,Q2-2016,252,6/3/2015
00630000011ihWR,0013000001LY7q6,Qualify,UNITED STATES OF AMERICA,OH,License,Rep Relationship,6/30/2016,30,Q2-2016,198,7/27/2015
00630000010QIxO,0013000001LYE3C,Interest,,,License & Service,Google Natural Search,12/30/2016,5,Q4-2016,226,6/29/2015
00630000010QIyH,0013000001LYE3v,Prove / POC,,,License & Service,,7/31/2016,40,Q3-2016,226,6/29/2015
00630000011iOke,0013000001LYFLv,Closed Lost,,,CloudRise,Rep Relationship,6/30/2016,0,Q2-2016,352,7/14/2015
00630000011j7nF,0013000001LYFM1,Interest,United States,OH,CloudRise,Outbound,12/31/2016,5,Q4-2016,177,8/17/2015
00630000011jSuw,0013000001LYFM2,Interest,,,License,Rep Relationship,12/31/2016,5,Q4-2016,152,9/11/2015
00630000011jDTc,0013000001LYFM4,Closed Lost,,,License & Service,Outbound,10/31/2016,0,Q4-2016,434,8/24/2015
00630000011j7mC,0013000001LYFM9,Interest,,,CloudRise,Rep Relationship,12/31/2016,5,Q4-2016,177,8/17/2015
00630000010QQnG,0013000001LYOGW,Closed Lost,Puerto Rico,Guyanabo,License & Service,Partner,9/1/2015,0,Q3-2015,61,7/2/2015
00630000011j7nP,0013000001LYrjL,Interest,United States,MI,CloudRise,Google Ad,9/30/2016,15,Q3-2016,177,8/17/2015
00630000011ilvz,0013000001LYuqm,Closed Lost,,,CloudRise,Rep Relationship,12/31/2016,0,Q4-2016,521,7/29/2015
00630000011ielK,0013000001MeNp7,Interest,,,License & Service,Partner,12/21/2016,5,Q4-2016,201,7/24/2015
00630000011ihVx,0013000001MeRsP,Closed Won,United States,MD,License & Service,Google Adwords,9/30/2015,100,Q3-2015,65,7/27/2015
00630000011iqVd,0013000001MecTH,Qualify,United States,MO,License & Service,Google Natural Search,5/27/2016,20,Q2-2016,194,7/31/2015
00630000011jBlt,0013000001MfIf1,Prove / POC,United Kingdom,,License & Service,,12/31/2017,10,Q4-2017,173,8/21/2015
00630000011jDNK,0013000001MfMM4,Qualify,Australia,VIC,CloudRise,Google Natural Search,6/30/2016,20,Q2-2016,170,8/24/2015
00630000011jDNy,0013000001MfMMs,Interest,United States,OR,License & Service,Bing Natural Search,6/30/2017,5,Q2-2017,170,8/24/2015
00630000011jK0h,0013000001Mfb8A,Qualify,USA,VA,License & Service,Rep Relationship,5/27/2016,20,Q2-2016,162,9/1/2015
00630000011jKml,0013000001MfuI2,Qualify,United States,OH,License,Bing Natural Search,6/30/2016,20,Q2-2016,162,9/1/2015
00630000011jNCk,0013000001MgWpo,Qualify,,,License & Service,Partner,12/31/2016,30,Q4-2016,159,9/4/2015
00630000011jNCp,0013000001MgWqC,Qualify,,,License & Service,Google Natural Search,12/31/2017,10,Q4-2017,159,9/4/2015
00630000011jSd2,0013000001MgoBP,Prove / POC,Germany,MN,License & Service,Web,3/31/2016,55,Q1-2016,152,9/11/2015
00630000010hCi7,0013000001Mgtms,Interest,US,OH,CloudRise,TrueInfluence,12/31/2016,5,Q4-2016,104,10/29/2015
00630000011jaTi,0013000001MhPj6,Closed Lost,United States,OK,License & Service,Web,6/27/2016,0,Q2-2016,285,9/16/2015
00630000011jb2R,0013000001MhRGE,Interest,United States,ID,License & Service,Google Ads,8/29/2016,5,Q3-2016,146,9/17/2015
00630000011jeiQ,0013000001Mhcqi,Interest,France,,License & Service,Rainking,9/30/2016,15,Q3-2016,142,9/21/2015
00630000010gbrE,0013000001N8YWg,Prove / POC,,,License & Service,Partner,3/31/2016,70,Q1-2016,129,10/4/2015
00630000010gvZT,0013000001N9nkT,Interest,United States,CA,License & Service,Public Relations,4/4/2016,5,Q2-2016,118,10/15/2015
00630000010hDC2,0013000001NAgFF,Qualify,,,License & Service,Trade Show,12/31/2017,10,Q4-2017,103,10/30/2015
00630000013CkIY,0013000001NBUFi,Qualify,Norway,,License & Service,Partner,10/31/2016,20,Q4-2016,89,11/13/2015
00630000013CqpE,0013000001NBfTG,Qualify,Brasil,RJ,License & Service,Partner,4/29/2016,30,Q2-2016,83,11/19/2015
00630000013CtL4,0013000001Nrqdz,Prove / POC,Germany,,License & Service,Web,12/31/2016,20,Q4-2016,80,11/22/2015
00630000013CvX7,0013000001Nrsew,Qualify,Brasil,RJ,License & Service,Partner,4/29/2016,30,Q2-2016,78,11/24/2015
00630000013Cvxt,0013000001Nrwk6,Prove / POC,,,License & Service,Partner,4/29/2016,40,Q2-2016,78,11/24/2015
00630000013CxcK,0013000001Nrzwd,Qualify,Brasil,SP,License & Service,Partner,4/25/2016,30,Q2-2016,77,11/25/2015
00630000013Cxdc,0013000001Nrzy0,Qualify,Brasil,RJ,License & Service,Partner,4/25/2016,30,Q2-2016,77,11/25/2015
00630000013Cxfx,0013000001Ns0g0,Qualify,Brasil,RJ,License & Service,Partner,4/25/2016,30,Q2-2016,77,11/25/2015
00630000013Cyat,0013000001Ns0ul,Prove / POC,Brasil,RJ,License & Service,Partner,3/21/2016,30,Q1-2016,75,11/27/2015
